# gradients (DV/DL) for lambdas: 0.0 0.05 0.1 0.15 0.2 0.25 0.3 0.35 0.4 0.45 0.5 0.55 0.6 0.65 0.7 0.75 0.8 0.85 0.9 0.95 1.0
0.000000 28.634500 29.572100 27.723500 28.684000 27.050500 28.227100 27.085600 31.300800 27.671000 28.130900 25.005200 27.114300 27.258300 29.795600 25.284700 26.546000 27.162700 27.363500 23.346600 28.638800 25.335300 
0.002000 29.878700 31.908000 27.926600 29.664000 30.111700 28.271900 29.963000 30.336700 28.418500 28.541200 27.435300 29.081000 26.751400 26.224600 23.654600 26.618700 26.911000 30.014400 25.640800 27.873700 23.842600 
0.004000 31.315500 29.728000 30.317200 28.558100 25.816400 30.698900 30.309700 29.621800 27.083300 26.319100 29.418600 26.307000 28.027400 27.850200 27.474800 27.651200 25.690400 22.891900 26.624200 24.420700 25.390100 
0.006000 29.481100 32.171600 29.136800 29.473200 30.022800 30.916800 26.633600 27.110500 27.370100 28.003400 26.518000 27.604700 27.124600 25.295600 28.051800 25.280400 26.929300 26.961500 27.508300 26.281200 25.752400 
0.008000 27.087300 29.378700 27.205100 24.883700 28.728000 30.685900 26.431800 27.774300 30.552000 27.928900 27.886000 27.193200 27.399800 26.031300 27.808500 31.923900 24.245200 26.854800 27.999500 23.462400 22.511900 
0.010000 28.479200 30.839000 27.238100 28.317700 30.330500 27.251200 29.070200 28.816100 30.002600 24.648400 27.217800 25.711700 24.808400 26.702700 26.177500 26.423700 25.168600 26.617700 30.059600 26.684100 26.479100 
0.012000 28.512200 30.355100 30.239600 30.871100 29.134800 28.527300 28.134000 28.249900 27.495300 29.026300 25.678100 26.573200 26.986400 26.293900 25.644400 25.192100 26.603300 27.233800 28.176400 27.270100 25.315500 
0.014000 29.387700 29.268200 27.248000 29.855000 30.530200 28.102700 26.385100 27.862300 27.383200 26.699500 23.704300 29.706900 27.905700 28.729200 26.460800 27.440800 26.141500 23.461900 26.455100 26.843000 26.637800 
0.016000 31.046700 32.756800 29.191200 29.713600 29.559600 31.131700 29.324000 26.087500 29.709100 25.918700 27.251200 25.955500 25.576600 27.826500 27.665500 26.297900 29.532600 25.761600 23.707700 29.282800 29.290300 
0.018000 31.621300 30.647700 29.800500 30.023900 30.864500 28.343700 25.204000 27.357100 24.953900 27.849800 29.163500 28.338500 24.203900 27.085200 25.270600 25.103000 24.277600 22.603200 28.378100 26.253300 21.056600 
0.020000 29.238100 30.598400 30.087000 27.400300 30.042800 29.890300 25.971200 29.798600 28.215500 30.104300 28.726700 28.585800 26.614400 28.027400 29.552100 24.989600 25.877200 26.057500 25.137200 25.662900 27.819600 
0.022000 27.814900 28.214600 30.572500 29.300100 27.011400 27.755500 27.776600 26.473200 31.991700 30.992100 27.936100 26.300900 25.513300 28.499900 27.120000 24.701900 24.945600 27.078700 25.067600 26.819300 27.424700 
0.024000 27.069300 30.241900 30.115400 28.678600 27.746600 29.009100 25.849400 30.769300 28.816900 27.969700 27.507100 25.566000 30.095900 26.504000 24.062500 26.147800 27.106300 26.056600 24.946200 26.336800 24.500400 
0.026000 32.564400 27.916700 27.971700 31.164900 28.527700 29.813500 24.460100 28.785800 27.439700 30.925300 26.874100 25.898400 27.213600 25.744300 27.096500 26.327400 27.869100 27.965900 23.936300 28.558700 27.288200 
0.028000 31.734600 28.627200 28.498800 29.406300 30.426700 30.496000 27.154500 30.033900 29.470300 28.824100 25.306100 27.736000 27.285300 28.040100 26.407000 30.375100 24.294400 26.871500 23.533200 25.376100 27.013000 
0.030000 32.322800 27.810800 29.023900 29.446800 29.528700 32.391400 29.173700 26.310800 27.975900 25.593000 27.284500 27.404000 29.363200 29.348900 28.671700 25.697700 26.038500 26.718100 27.632600 25.776800 23.988100 
0.032000 26.883800 29.794500 31.646100 30.339900 25.412400 26.248100 28.414100 29.651500 27.121000 26.344700 28.766300 27.380600 28.205300 26.268400 27.545900 25.542300 24.409500 28.703300 27.481200 25.336600 23.069900 
0.034000 30.066400 32.878700 29.653900 28.230600 26.711600 26.654100 28.762000 27.935300 31.192100 28.177700 28.844500 28.038300 27.570300 29.572200 26.766100 29.416800 26.023900 25.750900 25.748400 24.044300 25.470200 
0.036000 32.879700 27.766500 28.970200 26.208700 29.102800 27.629500 26.147200 28.963000 29.022200 27.037600 27.125900 26.416400 25.534500 26.263200 27.140000 25.137100 26.717000 25.680200 24.447200 24.028100 24.936500 
0.038000 32.541500 27.803200 29.103000 31.843200 28.692100 28.463300 28.380700 30.085600 27.067300 27.887300 27.312100 27.555700 25.882400 29.925500 25.036100 22.893200 25.958600 28.039800 27.472700 23.830000 24.759700 
0.040000 28.928800 31.880000 26.914300 31.614200 26.783600 27.299100 30.118400 28.283800 27.001100 27.649600 26.947600 28.475300 24.468200 26.958000 23.427700 29.678500 26.033300 25.231500 27.799000 25.089400 25.374600 
0.042000 30.021000 28.973100 28.930300 29.987400 27.803000 27.935200 27.331500 29.228700 28.949800 27.309300 26.470800 27.839000 27.750700 27.342100 25.014300 24.237800 27.383000 25.228100 25.101000 25.267300 23.284300 
0.044000 31.109200 29.408500 28.499300 27.781300 28.764200 30.344100 29.333300 29.216900 28.156600 28.513000 25.745000 26.582100 27.473500 27.829500 26.866300 27.933500 29.262000 29.479200 24.673200 30.636300 27.766500 
0.046000 28.752000 31.666000 30.097000 28.920100 29.409200 26.478000 32.064700 29.015400 27.384300 29.861700 29.914900 30.776400 26.985200 27.564200 26.730000 27.114900 26.155700 29.019100 26.924700 23.405400 28.456000 
0.048000 28.148000 29.240400 29.414100 31.320500 31.016800 29.525400 31.923500 28.317400 28.941300 30.379800 29.692900 29.137500 24.954200 26.869900 27.979900 29.442500 26.328600 26.103600 26.808400 26.890200 27.705700 
0.050000 29.389200 31.415400 28.672700 28.901700 30.706500 27.084900 28.678400 29.376600 28.862300 29.665800 26.541600 29.435300 28.038500 27.900100 28.050900 22.939800 26.907700 26.118500 29.363000 27.923600 27.251200 
0.052000 29.528700 29.789800 32.011400 28.965400 25.897700 27.435400 32.312600 26.142400 29.912500 26.201300 28.762500 28.494500 28.137000 26.694700 28.294900 27.396400 26.828900 25.966000 28.010900 26.379600 24.307600 
0.054000 35.127200 29.528100 31.832200 33.928100 26.451200 31.668200 35.301800 24.813300 26.179200 27.056700 27.222400 28.331400 28.315600 28.130000 25.073100 26.300700 25.195800 26.275300 25.894900 26.251100 23.949500 
0.056000 29.232700 27.890100 28.984900 28.786900 30.606400 27.724400 31.283300 28.351400 29.548100 29.949300 26.658500 28.008300 30.586100 24.445400 24.577500 26.449500 28.330700 28.237200 24.150500 25.769800 26.316100 
0.058000 29.474300 33.029200 30.435400 29.419300 27.279300 29.868500 26.092900 28.574500 27.167200 26.371800 28.131200 28.804300 25.948200 23.307400 28.787900 26.003100 26.686500 28.401400 26.509500 25.388100 28.052400 
0.060000 31.516200 31.560700 30.740600 27.638800 28.829000 27.799400 29.395400 28.310400 29.415800 26.294700 30.657200 26.300900 27.191600 25.208400 27.021300 29.172300 26.487100 25.507500 25.792200 25.352000 25.771600 
