,angle
670,53.91293118113925
671,58.29590386511072
672,57.64655255788268
673,57.134732625829656
674,58.425476284687555
675,58.00730130110464
676,60.47424134111168
677,63.58149736568751
678,59.6702958490473
679,61.379143926831446
680,61.13007515314163
681,55.65774848403802
682,57.716327053401685
683,55.04502129343115
684,56.70869010906059
685,53.52596548800283
686,56.29210606737732
687,53.588597108273014
688,54.360170997714945
689,54.491525468532274
690,52.49756849252393
691,53.75326523180701
692,57.91148876151045
693,49.85976371232907
694,49.741762930972136
695,57.54205040810081
696,53.34151331813627
697,53.8931510352325
698,54.903651121562035
699,54.381720785175666
700,53.2695668144511
701,55.444767574589825
702,54.92522727735151
703,56.121511449938225
704,56.24626660736014
705,53.74976770275578
706,58.330883350174744
707,52.1326148871455
708,58.93893952419642
709,51.01143989462141
710,51.203178660431234
711,55.887774575489736
712,58.96558319505514
713,56.11438298952012
714,54.548639111143245
715,52.63323808496305
716,52.892163404149386
717,53.91032227455794
718,55.41237592506333
719,55.98731873064854
720,56.53397770881987
721,51.8797378010344
722,57.21777727561333
723,56.36769794602755
724,55.655498141801885
725,56.61284488375173
726,54.65203542979895
727,55.689461026333404
728,53.1333781465559
729,55.89184160208813
730,55.51520990606185
731,56.59741417362907
732,56.12593156852755
733,61.33753055975012
734,58.58024032303681
735,61.92354212426298
736,61.81011736736142
737,62.41168226099091
738,63.832063528358105
739,63.178597283480876
740,58.49202535889715
741,60.02269271902379
742,56.57264283531081
743,58.072713614494006
744,58.97102301209248
745,58.907393766218284
746,60.80957475734409
747,59.356145488938935
748,57.6011595666335
749,57.38498695912212
750,57.95829569367997
751,58.516751097355254
752,61.52782157677238
753,61.4550708412165
754,63.3225836394831
755,60.000919449595614
756,56.62706110112519
757,60.24181758062334
758,57.28363268672271
759,55.586044282161865
760,55.061840535437916
761,55.73716280803877
762,54.484617523964445
763,56.45960054057723
764,56.00204038361704
765,56.89460297835795
766,58.441407658921165
767,53.328576080198836
768,55.503184709983636
769,54.03059885714284
770,59.27498394652382
771,55.70106267904752
772,64.59813567140418
773,62.383763635091775
774,62.03891918922497
775,64.47087868306792
776,63.10941384616676
777,62.95769674175791
778,62.732469897978326
779,62.61133709651967
780,65.81956731612973
781,62.76328461047583
782,62.9875346033593
783,61.345362154731276
784,65.41136811262515
785,62.14029858757725
786,60.014587342256696
787,65.06655031695094
788,65.18014963242238
789,65.65990296285976
790,63.571955561522955
791,59.577937883124676
792,61.427752701683495
793,54.5907417523362
794,53.57173140228167
795,55.86675119448029
796,55.763090847090986
797,57.30145949357417
798,54.74692600470626
799,58.20993492675222
800,62.92409855562681
801,57.58362763816804
802,60.44768709010971
803,58.29771459277054
804,60.95534815584955
805,56.61230637266776
806,56.97250653731919
807,51.29715273839465
808,57.14697813956672
809,55.32082694937016
810,56.04546824425783
811,62.0542045014031
812,55.22259913485309
813,52.20550733810953
814,54.21197607743924
815,52.870073369456335
816,53.7408763718727
817,59.41721101227662
818,56.54658223515564
819,55.663579766920776
820,54.210910715998395
821,56.39623005809268
822,60.02217307036089
823,57.93122936234674
824,60.06155073622427
825,60.40651131776772
826,57.33614724028099
827,60.923528715494626
828,61.07010379606074
829,63.62474352719226
830,62.10549550586869
831,62.58985289062252
832,62.62106804620576
833,64.38663681678119
834,63.513445425628895
835,64.49582654346045
836,64.3669979208821
837,63.01764904893971
838,63.11190120481
839,62.660283102165515
840,66.01229539085209
841,63.73202138887112
842,61.94943906358599
843,64.18562015524427
844,63.76318219551435
845,64.21012876752535
846,71.0146390271928
847,65.22132651702222
848,68.54599342295852
849,66.81445559963143
850,63.5816909660023
851,62.429249993035135
852,66.2071577591523
853,63.55237441314943
854,61.66985482484093
855,66.45869071938075
856,64.28112893776309
857,63.69026082710279
858,64.97054777346108
859,67.06173152036419
860,65.75605155565806
861,66.0291129558789
862,64.86175809921865
863,65.10028532011401
864,63.689177243947896
865,61.07543402647121
866,64.24383802582304
867,65.77608721702686
868,64.83336567559482
869,62.74355423595191
870,65.15590803729135
871,65.02298365567619
872,64.23138677007684
873,62.34849964779131
874,63.140529190400386
875,64.97067007603354
876,62.157882413710915
877,64.0341837954299
878,62.1297217585813
879,63.92034601325635
880,62.69567239651376
881,66.15629126730825
882,64.72158809060609
883,62.78794206347078
884,66.49324868762888
885,62.845221952463255
886,63.52419779881208
887,65.31967810448643
888,62.57043216821973
889,65.25977628183716
890,66.25638030774934
891,65.97323049237333
892,62.89141052264613
893,67.33887486103364
894,65.20630812838947
895,63.037816421689946
896,65.32517926317718
897,63.6654885376308
898,65.21268263280115
899,64.00345769675992
900,64.60164538821086
901,62.76835765383842
902,65.37929143337499
903,63.149028938135075
904,66.70455538893385
905,63.17808076641651
906,64.02367915189025
907,64.98202598344758
908,63.861711671769925
909,63.1721847223042
910,63.240383917965524
911,62.415597217262054
912,63.1414923831678
913,62.863285720705875
914,58.399938736069345
915,57.92942996292189
916,58.71364472359013
917,58.67909908032386
918,61.46128500581004
919,61.229534657520716
920,64.84903387016638
921,60.95733124790046
922,57.049028675202706
923,65.99345031062991
924,63.28303427207118
925,63.04133397821765
926,63.91145893124169
927,64.86939846189223
928,66.36597695647755
929,63.08748088696202
930,63.359730425616796
931,64.10533152075722
932,64.6177691658676
933,62.15438680322575
934,65.82725499273086
935,61.990284646631245
936,64.82863833522292
937,62.499958477394934
938,64.96093350511643
939,62.29542450786453
940,63.166251158439756
941,67.99700002352716
942,61.90889983130848
943,64.06911008253296
944,64.70322603144125
945,62.57339479761339
946,63.47636340901745
947,63.00654020045965
948,63.61349334323673
949,63.847948468632566
950,63.94835478002201
951,63.30687781970792
952,65.55490177402622
953,63.06674985415043
954,65.84735491930388
955,66.30671922404683
