#Frame             d1           d2           d3
    2182      40.6366       8.8868    -103.2921
    2183      42.2261      14.7187     -96.7190
    2184      45.3093      10.9245    -101.9393
    2185      51.9918      13.7639     -99.7705
    2186      56.5037      19.9883    -110.5543
    2187      33.2907      -0.1765     -94.6964
    2188      52.3624      17.5170     -99.1656
    2189      53.6720      34.7600    -106.0879
    2190      46.8678      21.8575    -108.4858
    2191      39.1504      11.8529    -106.3103
    2192      33.5585       8.9572    -117.9905
    2193      26.4527      67.0932    -100.4625
    2194      30.4608      74.5531     -91.6361
    2195      37.8724      95.5989     -99.0358
    2196      25.9095      81.6663     -98.1688
    2197      20.9218      60.0509    -102.2535
    2198      18.9191      60.6252     -96.6323
    2199      19.2234      75.2755     -75.8079
    2200      36.4953      75.2608     -90.6469
    2201      36.1271      87.7015     -84.9018
    2202      31.8188      79.2207     -87.3103
    2203      22.3962      75.1847    -102.0882
    2204      30.0690      68.3563     -91.5653
    2205      30.3827      71.0850     -88.9246
    2206      27.9785      88.0490     -72.6437
    2207      35.9753      77.9736     -83.8444
    2208      31.2876      76.3282     -90.2384
    2209      32.2357      65.1584     -88.6599
    2210      27.6952      68.9616     -86.7836
    2211      21.7558      73.9831     -84.0864
    2212      28.0484      71.2200     -90.9258
    2213      20.5817      76.5825     -84.8411
    2214      27.9996      61.9542    -109.2191
    2215      27.5878      61.4518     -97.9203
    2216      48.3502      13.5928    -113.2711
    2217      39.1499      23.9662    -100.8914
    2218      52.4965       9.9010    -108.7116
    2219      43.8721       3.2756    -106.1832
    2220      36.6720      25.2142    -112.3505
    2221      44.1900      23.3347    -111.4726
    2222      47.5341      12.5568    -109.8567
    2223      48.4448      18.7641     -94.9750
    2224      53.4372       1.9498    -109.2369
    2225      42.5987       5.8308     -95.9378
    2226      54.1059       3.9373    -105.7642
    2227      65.9682     -46.4307    -104.3463
    2228      58.7570     -41.7492     -77.6137
    2229      59.2745     -42.0069     -94.1185
    2230      64.4217     -42.1984     -96.3621
    2231      47.1666     -23.2724     -95.1966
    2232      69.7671     -39.4425     -96.5846
    2233      61.5452     -36.4021     -92.1338
    2234      56.0823     -44.7324     -83.7387
    2235      60.3501     -11.9998     -93.7044
    2236      38.4397      16.8230    -113.2243
    2237      41.6419      46.8059    -101.8743
    2238      26.5078      67.6682     -87.5862
    2239      21.9860      68.9956     -96.9086
    2240      22.6867      90.2683     -77.4273
    2241      30.4104      78.0022     -84.0861
    2242      31.2495      72.8578     -90.4080
    2243      25.6025      55.2421     -99.7313
    2244      28.2565      70.2019     -82.3723
    2245      30.2924      76.1136     -89.7940
    2246      24.8833      59.1593    -102.7482
    2247      36.6183      81.5432     -77.6641
    2248      31.9574      76.2510     -88.9943
    2249      32.6940      75.7326     -92.5489
    2250      28.2351      71.5539     -94.9761
    2251      29.9884      77.2305     -95.0743
    2252      34.2479      69.2758     -86.7803
    2253      29.9342      81.6902     -74.0284
    2254      30.6868      84.3435     -80.8282
    2255      30.9348      85.6390     -75.8183
    2256      20.9923      56.1923     -99.4690
    2257      30.0713      70.8461     -85.1573
    2258      39.1486      42.3683    -106.1742
    2259      31.7895      69.8176     -88.3214
    2260      27.2188      79.8671     -74.6226
    2261      23.3887      68.9767    -104.4833
    2262      40.9678      65.0524     -98.1456
    2263      26.1813      77.4299     -81.2166
    2264      23.5618      71.4250     -92.4233
    2265      22.4822      56.8898     -97.8548
    2266      29.2198      84.5211     -86.4111
    2267      30.7363      55.5047    -103.5062
    2268      55.2533     -11.3825    -110.7810
    2269      58.1712     -39.6208     -91.9889
    2270      50.8369     -39.5079    -110.6563
    2271      51.0196     -25.2446    -108.8490
    2272      56.0572     -38.4488     -93.9904
    2273      57.7787     -39.3647     -98.0349
    2274      54.8571     -28.0283    -110.0188
    2275      47.9005     -41.3968     -92.9333
    2276      56.4086     -33.5145    -105.4958
    2277      61.7227     -40.6599     -94.9330
    2278      56.6907     -46.6239     -98.0604
    2279      62.7928     -38.3134     -96.5000
    2280      62.1869     -19.4277    -111.7190
    2281      60.2931     -41.3544     -94.9353
    2282      46.4533     -35.5504    -104.7375
    2283      60.2926     -46.6740     -94.9173
    2284      45.7075      19.3426    -102.9285
    2285      53.0509       7.9979    -110.3126
    2286      35.3069      89.7543     -76.5204
    2287      30.6519      63.2744     -88.3054
    2288      42.2242      38.5227    -102.3171
    2289      40.5483      16.1685    -101.3668
    2290      48.0303      32.9177     -95.3901
    2291      46.0383      11.3852    -109.3723
    2292      38.5889       5.2118    -115.6630
    2293      60.1888      11.8166    -114.0540
    2294      41.8605      29.2864     -97.7022
    2295      44.7412      18.5059    -102.3954
    2296      33.2986      18.3754    -120.4645
    2297      37.5604      13.5799    -118.3534
    2298      43.2802      15.3079    -111.0678
    2299      52.8801       3.5930     -94.8460
    2300      46.6894      14.8460    -116.6085
    2301      53.8254      27.8537     -99.3003
    2302      50.5508       3.2303    -104.9923
    2303      38.3985      26.2390     -97.8291
    2304      49.0658      15.5240    -111.7034
    2305      56.7595       8.1213    -107.0694
    2306      37.6508      14.8849    -131.0074
    2307      54.7103    -125.7783     -49.7886
    2308      33.4015     161.9372     -51.9677
    2309      23.3404    -167.4386     -55.7793
    2310      29.1754     174.7437     -44.5724
    2311      27.8179     179.8932     -52.1350
    2312      28.0460     175.8728     -47.3543
    2313      39.9420    -157.0021     -49.0964
    2314      31.1651    -156.3052     -44.3241
    2315      35.3120    -165.8501     -53.3784
    2316      31.8585     148.4324     -40.2161
    2317      23.8056     151.3814     -55.7336
    2318      21.3279     167.7557     -45.4440
    2319      35.1448    -159.8098     -54.7298
    2320      29.9797    -179.6219     -50.5901
    2321      23.7288     178.4386     -50.6337
    2322      29.7859    -174.7018     -52.8586
    2323      23.4078     170.0999     -58.6703
    2324      32.8359    -171.0027     -53.9925
    2325      49.3726    -151.6481     -48.5348
    2326      40.3233    -168.5969     -42.8827
    2327      33.0364     151.6516     -55.6165
    2328      25.8060     117.6926     -69.1621
    2329      34.6299     175.7079     -58.3590
    2330      32.2175    -179.2080     -56.8554
    2331      26.4210     162.8896     -63.8721
    2332      25.3582    -176.3577     -49.8477
    2333      25.9755     168.8795     -53.0345
    2334      28.1658    -176.3014     -55.8752
    2335      36.3213     178.0524     -54.9248
    2336      26.7325     179.8658     -52.2789
    2337      22.9313    -168.4258     -67.6148
    2338      24.9330    -179.6578     -65.5861
    2339      29.6811    -168.9636     -74.9454
    2340      20.3451     166.9887     -53.5828
    2341      21.2977    -170.6608     -50.9329
    2342      44.2353    -158.5578     -58.0436
    2343      41.7872    -170.1059     -57.3064
    2344      50.4450    -159.9513     -57.0018
    2345      61.6713    -107.7361     -66.6529
    2346      53.5902     -99.8609     -61.9266
    2347      56.5388    -127.2363     -59.1848
    2348      46.6693    -129.1022     -57.1854
    2349      52.5625    -117.4316     -56.1463
    2350      54.9454    -107.4834     -54.9757
    2351      45.8138    -107.6877     -64.6387
    2352      46.3079    -122.0457     -63.7092
    2353      32.4121    -171.8727     -67.4456
    2354      24.0447    -176.0112     -46.9282
    2355      37.0605    -144.1185     -54.6994
    2356      37.9241    -148.3623     -49.2009
    2357      19.4057    -173.1889     -55.3190
    2358      22.5850    -173.2535     -49.9536
    2359      56.5714     -90.5630     -69.3673
    2360      56.3933     -98.5890     -68.2945
    2361      55.0399     -76.6694     -71.5226
    2362      45.9780     -41.3535    -108.7043
    2363      55.6245     -42.9983     -87.9931
    2364      56.0628     -40.4813     -87.6584
    2365      56.2114     -29.1169     -93.8265
    2366      57.2331     -37.0540     -88.7067
    2367      55.4695     -29.9237    -108.1892
    2368      60.2633     -45.8240     -82.4440
    2369      49.6482     -45.8437     -92.0892
    2370      57.0428     -50.3065     -81.0519
    2371      55.7484     -45.3780     -81.5983
    2372      61.1303     -43.9882     -96.3128
    2373      64.8900     -52.5309     -88.6576
    2374      60.4372     -35.2099    -102.9340
    2375      44.3266    -112.9216     -60.6306
    2376      51.3818    -119.1872     -61.5196
    2377      51.4841    -103.9231     -61.4211
    2378      47.2422    -107.0944     -63.9927
    2379      41.8308    -124.4541     -58.9484
    2380      60.9248    -120.2830     -57.7279
    2381      61.5919    -103.5151     -57.7603
    2382      49.7369    -122.8809     -66.0124
    2383      60.5550    -103.4429     -82.1459
    2384      61.0314    -112.1267     -53.5329
    2385      54.7213    -111.8186     -64.5066
    2386      57.4671    -100.3279     -63.2512
    2387      50.1241     -98.0647     -74.0617
    2388      55.7331     -93.4014     -74.8975
    2389      63.0968     -79.4975     -74.2636
    2390      53.1561     -96.0727     -61.4093
    2391      50.5372    -115.4254     -63.4245
    2392      47.4703    -104.4237     -64.7431
    2393      60.0530    -107.5602     -56.5694
    2394      58.4959     -81.0579     -74.7108
    2395      42.9994    -111.3262     -58.7386
    2396      64.2210    -114.7561     -62.5884
    2397      45.1435    -113.8784     -62.7568
    2398      49.9443    -103.8818     -72.9234
    2399      61.1456    -104.3031     -58.0798
    2400      61.8452     -99.0572     -56.8281
    2401      61.7791     -68.7074     -62.8185
    2402      66.8558     -43.7919    -104.9352
    2403      51.1972     -37.1020     -96.2758
    2404      53.2252     -31.3110    -108.0217
    2405      59.0974     -36.8864     -86.4584
    2406      52.5848     -41.1725     -86.6459
    2407      51.3488     -52.1378     -90.9360
    2408      54.7535    -104.5391     -64.4609
    2409      54.6239    -103.1740     -58.0578
    2410      34.0625    -156.6150     -49.7640
    2411      24.3971    -165.4255     -57.1600
    2412      16.3986     169.4057     -52.5042
    2413      30.4208    -168.5588     -61.7034
    2414      39.5307    -166.0086     -66.1993
    2415      28.1418    -172.4828     -49.1917
    2416      32.3951    -172.8072     -67.8008
    2417      26.7263     170.8564     -53.6259
    2418      43.2760    -156.6723     -56.8745
    2419      14.1234     121.9176     -66.9953
    2420      20.8693     141.8471     -58.6425
    2421      30.5366     137.7302     -56.5721
    2422      14.9629     125.6074     -59.2353
    2423      16.1585     133.3354     -51.8772
    2424       4.2852     146.2978     -60.9158
    2425      18.3621     134.0903     -68.8451
    2426      15.8737     128.5968     -66.0922
    2427      12.7715     135.1591     -65.9317
    2428      14.4009     126.9971     -49.7294
    2429       6.4738     120.2279     -60.6902
    2430      24.0024     132.1447     -63.3498
    2431      15.1455     123.7843     -65.7030
    2432      20.5021     138.5959     -61.6848
    2433      13.6941     128.1443     -59.0581
    2434      12.2510     107.9542     -72.6069
    2435      18.3226     127.9179     -73.8920
    2436      21.4228     108.3507     -74.2079
    2437       8.1669     123.6813     -70.3552
    2438      17.6813     114.4796     -70.7433
    2439      13.4851     122.7150     -66.6664
    2440      15.9357     119.9861     -68.8306
    2441      13.6876     120.4243     -65.9841
    2442      25.6155     143.8145     -64.3553
    2443      12.7389     126.1175     -68.1544
    2444      17.0369     118.4225     -72.4880
    2445      18.4374     130.1750     -68.0818
    2446      14.2584     129.1011     -67.5762
    2447      29.5520     141.8487     -63.5754
    2448      32.5033    -171.7393     -50.1171
    2449      20.2400     132.2044     -69.6081
    2450       9.9228     113.6605     -65.6702
    2451       7.8788     140.4164     -58.8552
    2452      18.3336     127.4166     -64.6816
    2453      17.4783     102.7825     -83.0153
    2454      19.6181     110.5989     -60.4968
    2455       9.3975     124.6809     -67.2459
    2456      11.3866     130.2406     -58.2937
    2457      16.9453     126.6876     -64.2758
    2458      19.8251     127.6479     -67.4371
    2459      19.4121     123.9200     -56.4357
    2460      10.7760     111.1926     -76.0191
    2461      18.3129     126.7317     -69.5844
    2462      26.4512     144.8628     -69.6400
    2463      15.9335     125.0548     -68.0951
    2464      19.1555     131.2909     -52.5661
    2465      27.0547      69.9128     -94.5598
    2466      31.8275      69.5285     -86.0008
    2467      31.6933      89.1497     -77.0745
    2468      28.4119      75.9290     -98.6412
    2469      24.9693      58.3740    -105.4337
    2470      22.3087      71.1632     -87.5456
    2471      20.0898      67.4048     -94.7913
    2472      24.7921      61.3642    -100.2699
    2473      16.1393      71.7162     -87.5031
    2474      25.4855      69.7791     -91.3855
    2475      23.5979      78.6067     -89.4621
    2476      27.2277      60.1733     -97.2411
    2477      20.7201      85.0138     -89.1267
    2478      29.2703      69.0799     -82.9152
    2479      23.1896      67.9697     -95.2751
    2480      44.9303      33.7044    -102.3530
    2481      64.7817     -19.2637    -104.9630
    2482      53.0605     -48.9734     -84.5351
    2483      58.6785     -42.8293     -82.4663
    2484      59.2873     -41.6232     -98.1816
    2485      51.4704     -36.5826    -106.7738
    2486      62.1967     -32.5991    -105.6203
    2487      50.3732     -27.2631    -106.0651
    2488      67.4327     -41.6277     -82.3904
    2489      58.9503     -34.6754     -83.3762
    2490      64.4782     -50.2483     -85.6370
    2491      50.3045     -36.8520     -98.1586
    2492      49.6119     -41.5323    -102.1741
    2493      30.4119      19.7192     -99.1984
    2494      33.9439      22.9271    -117.8469
    2495      34.2485      11.1815     -99.5215
    2496      40.2758      24.2509    -105.5284
    2497      43.5093      12.1916    -102.4787
    2498      25.9905      31.8876     -96.7964
    2499      42.2106      14.3208     -98.0179
    2500      37.8610      10.1366    -110.9896
    2501      43.4152       8.1220    -101.0808
    2502      36.9310      19.6204    -102.9392
    2503      43.8275      -2.3390     -98.2612
    2504      47.4268      -2.9313     -96.4312
    2505      27.5721       8.2771    -108.9675
    2506      33.5149      36.9356     -88.0283
    2507      45.9781      14.6156     -94.0313
    2508      41.4671       7.7789     -95.8184
    2509      47.3881      18.1051    -108.3474
    2510      45.6833      11.8867     -87.8368
    2511      52.4167     -10.7214    -103.7885
    2512      24.0102      57.3695     -95.7413
    2513      25.3292      58.8459     -96.6239
    2514      17.4669      78.7026     -80.0371
    2515      29.8162      50.9149    -110.6784
    2516      24.4505      65.8506     -91.0400
    2517      33.0492      55.5154    -106.5776
    2518      31.9320      59.2590    -105.0471
    2519      21.8845      71.6874     -97.0187
    2520      26.5973      83.5929     -74.0210
    2521      26.5762      72.0478     -94.2421
    2522      40.5253      81.6272     -80.0090
    2523      35.2806      43.4108    -100.9301
    2524      34.6964      72.0359     -92.1575
    2525      29.7163      61.7246     -96.6459
    2526      29.6478      65.2885    -102.8016
    2527      32.9934      79.6027     -82.8290
    2528      22.1105      59.5810     -91.2441
    2529      29.3758      61.7789     -98.1946
    2530      34.9084      65.4035     -96.3074
    2531      20.9079      80.8806    -101.0214
    2532      38.3333      18.1761    -103.7267
    2533      58.5070      16.2489     -95.9217
    2534      43.7210      10.7059     -87.8783
    2535      45.3306      21.0422    -103.2553
    2536      39.3353      44.3893     -84.4874
    2537      37.9506      31.8766    -112.4598
    2538      38.8149      12.0941    -102.9110
    2539      33.9926      26.1801    -111.6713
    2540      48.2919       2.5166    -125.3970
    2541      51.8048      12.5706    -120.6148
    2542      18.4493      62.4533    -104.3563
    2543      31.1897      74.9265    -104.0988
    2544      21.6845     165.2613     -62.2451
    2545      48.1965    -104.5247     -65.4075
    2546      53.4899     -36.7101     -97.3906
    2547      75.8864     -61.8598     -73.6191
    2548      48.0579     -50.9332     -91.4948
    2549      56.6677     -97.6868     -68.2764
    2550      60.2194     -74.7482     -80.9223
    2551      49.6738     -29.9731    -119.0890
    2552      47.2235     -47.8564     -81.0717
    2553      54.8497     -24.8453    -109.3252
    2554      64.3348     -32.9445    -101.1959
    2555      69.4330     -40.3005     -96.9690
    2556      41.1138      15.4620    -111.9792
    2557      43.7836      15.1347    -104.5721
    2558      20.9037      66.6498     -88.1991
    2559      23.6832      73.4845    -109.7858
    2560      27.0509      80.0620     -85.2060
    2561      27.1404      63.5196     -97.6228
    2562      22.5882      70.8999     -97.8969
    2563      44.3894      12.1760    -117.9079
    2564      37.5856      34.9118    -106.5622
    2565      37.1030      18.0956    -101.2582
    2566      35.8974      15.6135     -99.3392
    2567      36.7250      11.5937    -109.5158
    2568      35.1527       3.0269    -100.6770
    2569      30.7882      14.2291     -94.0023
    2570      22.8221      69.8748     -87.8137
    2571      36.9318      38.0843    -112.0138
    2572      30.5776      84.4338     -73.0131
    2573      24.4383      61.3723    -100.0753
    2574      21.2103      67.6778     -90.4489
    2575      22.5096      69.0455     -95.0303
    2576      19.6383      45.0853    -104.3359
    2577      25.4700      70.2067     -80.9643
    2578      25.0443      72.2986    -100.7869
    2579      40.5727       9.8298    -104.9355
    2580      40.8606      13.8636    -100.9114
    2581      39.4594      19.9966    -125.8687
    2582      35.2832      21.2336    -112.3413
    2583      38.1224       8.0055    -103.6268
    2584      50.8723      10.9360    -115.1411
    2585      44.8036      21.3245    -104.8129
    2586      32.3549      22.9758    -117.5234
    2587      38.4538      13.5062     -99.5903
    2588      40.7224      12.1920    -101.9426
    2589      31.4129      26.3035    -103.7432
    2590      31.9300      16.8319    -116.2529
    2591      38.6129       3.7847    -122.3748
    2592      32.5568      22.8841    -127.4527
    2593      23.9507      78.6544     -83.2172
    2594      11.5529      65.5310     -97.7635
    2595      28.6790      63.3080     -94.8409
    2596      22.6891      68.2478     -95.4041
    2597      17.2163      70.1305     -98.8225
    2598      19.6035      68.8115     -95.4122
    2599       7.7403     120.2614     -76.2882
    2600      19.7909     113.4162     -80.3051
    2601      20.6187     102.0747     -77.7702
    2602      16.3675     129.4983     -62.5679
    2603      23.3503     132.9700     -61.5467
    2604      19.9457     122.3565     -57.5385
    2605      25.0717     129.8130     -60.4429
    2606      16.2062     133.9864     -47.1541
    2607      15.4835      76.2842     -92.0793
    2608      22.7151      69.5204     -97.5750
    2609      46.5026       8.0543    -124.9386
    2610      47.8133      13.7210     -99.9449
    2611      57.5842       2.5829    -104.2646
    2612      47.5419      24.5727    -101.9438
    2613      47.0816      20.0688    -116.8527
    2614      26.2629      71.8108     -83.4625
    2615      38.5017      63.5607     -99.4507
    2616      26.7163      59.7402     -90.6837
    2617      32.7248      66.4600     -93.0807
    2618      55.2277      16.2191    -117.0950
    2619      45.3090      14.2137    -107.2855
    2620      49.9370       8.9395    -113.7283
    2621      52.7170       4.7604    -110.8179
    2622      47.2964       9.6136    -106.6368
    2623      34.0522      75.1889     -91.9423
    2624      12.2714      84.5780     -85.7022
    2625      38.4817      56.9065    -103.1205
    2626      33.7430      59.7019    -107.7807
    2627      15.6348      94.0653     -69.2841
    2628      34.6559      51.1927    -101.0171
    2629      30.3715      20.3957     -99.6530
    2630      29.1763      31.4579    -100.7172
    2631      44.6640       4.2073    -102.3317
    2632      36.4085       9.1080    -121.2142
    2633      46.2967       2.2612    -113.9935
    2634      35.3683       7.3222     -98.4052
    2635      38.7053      21.0617    -106.5781
    2636      43.7215      19.3775     -94.5651
    2637      41.2922      17.3333    -119.5460
    2638      61.6587     -44.7867     -88.5645
    2639      55.8727     -23.7108    -104.0888
    2640      48.5879     -39.0718    -104.1133
    2641      53.7769     -66.0049     -71.3175
    2642      53.6732     -96.9037     -64.5680
    2643      14.1084     173.1780     -52.8597
    2644      19.6641    -176.2400     -56.1724
    2645      24.3639    -176.8826     -47.5266
    2646      18.3634    -172.5501     -39.5049
    2647      11.4388     171.8202     -51.5386
    2648      14.6028     178.4716     -45.9407
    2649      22.6771    -172.7601     -47.6735
    2650      20.3981    -169.9043     -55.3775
    2651      24.1607    -169.4640     -53.0250
    2652      27.6730    -175.5352     -52.6158
    2653      19.9482     174.5666     -51.4694
    2654      19.8564    -173.3495     -57.2504
    2655      11.4708     161.0029     -46.9870
    2656      16.2706     178.5296     -60.4594
    2657      24.0167    -174.4473     -52.8157
    2658      34.6894    -171.6619     -59.3637
    2659      22.5804    -179.0814     -53.0751
    2660      22.2347    -169.2273     -49.5883
    2661      18.3879    -178.1571     -65.4063
    2662      24.9251     170.5696     -46.1995
    2663      25.7378     177.6173     -56.4737
    2664      13.3346     175.0041     -51.6607
    2665      32.2129     163.8949     -58.3000
    2666       4.8994     125.3227     -52.2078
    2667      19.9146     122.2056     -69.9410
    2668      11.1532     110.8919     -66.5402
    2669      18.3752     134.0446     -49.4985
    2670      28.8697     133.5834     -49.8921
    2671      16.8745     131.2213     -64.3962
    2672      25.9838     143.1206     -41.7488
    2673      12.8562     125.2744     -61.0452
    2674       6.6671     101.3469     -79.0400
    2675      20.6150      75.7660     -79.2969
    2676      22.9078      63.5825    -100.9818
    2677      21.8987      67.1736     -90.5001
    2678      20.6701      58.1712     -85.5044
    2679      19.0730      66.7417     -89.7051
    2680      24.9433      97.8183     -68.5371
    2681       8.4063     117.8365     -55.6552
    2682       9.6923     133.5642     -37.4733
    2683      14.1090     118.0310     -65.2922
    2684      16.6670     148.3840     -37.7028
    2685      24.8774      53.5994    -100.8313
    2686      43.2110       5.2674    -114.8597
    2687      49.8561     -27.9077    -118.4223
    2688      64.4395     -49.1265     -84.0840
    2689      64.0907     -51.4881     -79.7686
    2690      59.8847     -42.2140     -74.6458
    2691      45.9916     -43.7809     -97.4953
    2692      50.0188     -35.1285    -105.3408
    2693      47.6960     -32.0184    -100.7105
    2694      56.0121     -45.5946     -85.3155
    2695      54.8416     -25.9176     -97.6849
    2696      60.6838     -44.7374     -95.1254
    2697      45.2371     -46.1315     -86.1545
    2698      55.6091     -51.7283     -81.9677
    2699      53.4579     -43.4857     -83.2720
    2700      43.8433     -58.4050     -74.7552
    2701      51.7300     -33.4076     -98.6405
    2702      60.9900     -31.3198     -93.7954
    2703      53.5902     -53.8963     -95.8884
    2704      59.3168     -44.1956     -84.5966
    2705      56.3862     -46.3041     -92.4742
    2706      49.9902     -44.9295    -104.0349
    2707      44.9376      19.3351    -111.7613
    2708      43.1030       9.4715    -106.0434
    2709      26.5483      11.2458    -110.9413
    2710      43.8886       9.1605    -114.0716
    2711      33.4716      14.6157    -105.5725
    2712      28.5673      31.4761    -103.7073
    2713      36.3817       8.6585    -115.2022
    2714      31.3534       9.0970    -111.5022
    2715      29.9694      11.2314    -127.1189
    2716      25.8577      22.6545    -115.5583
    2717      39.2137      19.3404    -100.4985
    2718      34.2299      11.1378    -108.9147
    2719      37.0352       8.3871    -108.9190
    2720      43.2752      20.1816     -96.9356
    2721      43.0038       4.3388    -112.6675
    2722      28.3721       3.9212    -113.4791
    2723      41.6823      22.6808    -114.8030
    2724      48.9096      10.4423    -108.0085
    2725      37.8414      10.1507    -111.2057
    2726      30.4939      76.6930     -92.2271
    2727      22.8990      54.5178    -114.1875
    2728      21.6844     137.0072     -76.4306
    2729      18.1408     132.3655     -60.9099
    2730      24.5296     129.1015     -72.1389
    2731      12.8708     122.3037     -62.0111
    2732      25.8130     132.9078     -66.0876
    2733      23.0176     147.1188     -68.4383
    2734      17.7208     166.3812     -57.6844
    2735      39.4583    -165.4925     -51.5690
    2736      30.7790    -169.1581     -55.2854
    2737      21.6153     157.8266     -49.9978
    2738      24.1685     113.7984     -80.2497
    2739      22.7265     118.5280     -65.0419
    2740      25.8116     136.0227     -51.4759
    2741      11.3945     117.1860     -64.3097
    2742      26.3985      61.7121     -94.3137
    2743      23.4253     148.1849     -42.9180
    2744      18.8077     120.2269     -52.7476
    2745      20.8757     111.1063     -74.8326
    2746      31.0441      70.1863     -71.5319
    2747      27.2582      83.9273     -81.6349
    2748      13.1694      63.5733    -101.9454
    2749      23.9983      53.5225    -105.0908
    2750      29.8219      95.6496     -83.7279
    2751      24.6201      66.2009     -94.2113
    2752      27.6589      62.5950     -90.0041
    2753      28.6528      67.2809    -101.3293
    2754      34.6535      69.2606     -80.4500
    2755      33.2936      73.3622     -79.5746
    2756      29.7793      66.9442     -96.6161
    2757      37.5591      84.9510     -87.7792
    2758      28.8670      58.3673     -91.7174
    2759      32.7894      72.8541     -94.3729
    2760      32.5423      74.3356     -88.7024
    2761      24.1301      74.0599     -75.5042
    2762      28.0307      82.5807     -79.9483
    2763      10.2080      78.2944     -86.7631
    2764      21.9003      49.4335     -92.9915
    2765      21.6205      68.1574     -83.8203
    2766      18.6109      74.4738     -92.1143
    2767      22.4563      77.1819     -89.9903
    2768      17.4943      61.0169     -91.2632
    2769      13.0914      72.8116     -87.8802
    2770      18.8808      69.2522     -88.7234
    2771      21.3244      76.6555     -71.8650
    2772      21.0096      96.3896     -82.6476
    2773      29.6864      94.3946     -73.5961
    2774      26.4273      73.2677     -79.3509
    2775      31.0395      72.5705     -91.5099
    2776      24.2987      84.7511     -87.5871
    2777      19.5762      75.5109     -86.6463
    2778      20.9509      65.8022     -83.8073
    2779      14.2013      56.6068     -99.0803
    2780      34.4667      12.2266    -116.1222
    2781      26.1142      21.7957     -97.0091
    2782      38.4529     -17.4945    -122.6535
    2783      62.7415     -41.1211     -78.9218
    2784      52.7303     -33.8166     -96.6849
    2785      52.5542     -59.6913     -82.6246
    2786      49.6233     -96.0111     -66.0084
    2787      37.1795    -109.5924     -66.5622
    2788      45.7549    -109.4003     -73.9745
    2789      43.9758    -100.5553     -81.5871
    2790      52.8064     -39.7477     -99.6292
    2791      50.9278     -87.1677     -70.0012
    2792      43.6332    -109.9738     -74.2233
    2793      45.1346     -32.7431     -97.9339
    2794      27.5742      11.3059    -104.8252
    2795      37.1951       8.3545    -118.0640
    2796      29.7981      34.0101    -100.7081
    2797      25.7704      16.8098    -108.3441
    2798      41.4694     -38.3492    -108.4679
    2799      55.6388     -46.4339    -100.8612
    2800      48.8855     -16.4095    -108.1480
    2801      37.6898      13.1615    -105.1779
    2802      33.7309      21.8004    -111.0503
    2803      23.3277      63.9387    -100.3669
    2804      19.5402      73.9982     -88.4338
    2805      39.6709      24.4742     -92.8933
    2806      40.8879       5.4053    -115.7981
    2807      50.1965     -29.7209    -101.4024
    2808      53.5874     -42.3853    -101.8120
    2809      41.1508     -46.6066     -99.4682
    2810      32.5158    -123.0409     -62.3455
    2811      43.3194    -106.2608     -79.1984
    2812      44.8480    -105.0768     -56.9748
    2813      37.1265    -130.8175     -45.2286
    2814      36.9018    -150.0352     -52.7825
    2815      10.1355     168.4262     -54.6132
    2816      16.7724     167.0433     -42.0095
    2817       1.6467     124.2097     -54.2174
    2818       7.4426     130.1008     -52.1151
    2819      25.5601     118.8897     -62.2504
    2820      15.3711     110.8071     -68.6022
    2821      26.7806     119.3286     -66.2027
    2822      24.0329     126.9960     -39.7799
    2823      22.5737     137.5620     -62.1375
    2824      15.9384     120.1171     -62.6851
    2825      28.0195     129.8914     -57.6643
    2826      18.3865     140.1180     -57.1118
    2827      18.2272     131.0947     -60.5114
    2828       6.8841     121.9693     -71.7796
    2829       6.3903     119.7813     -64.9583
    2830      23.4390     129.4347     -45.2432
    2831       4.0083     133.8767     -63.3418
    2832      14.7287     129.0324     -60.2192
    2833      11.5007     126.4114     -51.5108
    2834      15.4081     128.3206     -58.1954
    2835      -0.0708     136.1274     -56.8673
    2836      10.5783      91.5785     -87.5665
    2837      11.9665      55.0436    -100.3036
    2838      18.3819      74.0704     -87.6686
    2839      20.6427      79.6075     -78.6430
    2840      24.0465      68.3421     -85.6565
    2841      22.4283      51.9300    -105.4946
    2842      20.2654      72.8852     -77.4539
    2843      27.9638      58.0794    -102.6712
    2844      12.4048      58.4190    -107.3112
    2845      13.7196     120.9960     -58.5629
    2846      17.2255     130.0321     -61.4198
    2847      11.5514     133.4783     -66.6857
    2848      10.4117     132.9731     -72.7691
    2849      15.1120     150.2955     -48.0608
    2850       5.6738     134.3376     -56.8886
    2851       5.5348     124.9301     -62.5638
    2852      19.6014     128.2495     -66.8840
    2853      12.3073     122.7295     -53.4619
    2854      20.5165     131.5511     -57.5067
    2855      18.2549     121.4131     -55.7260
    2856      15.2402    -179.1191     -55.9519
    2857      28.4412    -175.8696     -48.0068
    2858      26.6303    -164.0922     -63.3853
    2859      42.8670     -91.4050     -76.7345
    2860      39.8051    -114.3637     -69.2632
    2861      45.1744     -95.0752     -65.0233
    2862      46.3321    -111.6784     -75.5342
    2863      51.7375    -105.2682     -65.6548
    2864      51.8143     -94.2454     -81.8422
    2865      51.1101    -100.6438     -73.0069
    2866      44.4840    -108.7570     -83.1314
    2867      49.4927    -103.4866     -77.3290
    2868      58.6139     -47.7672     -92.1131
    2869      40.6109     -25.4114    -110.6543
