Delta_44.2348	Delta_109.5944
-0.308586	0.604915
-0.265863	0.264653
-0.340084	0.323233
-0.361629	0.457561
-0.255120	0.974304
-0.231305	0.879450
-0.439123	0.618285
-0.335412	0.911629
-0.305420	0.856260
-0.286581	0.942752
-0.428079	1.023787
-0.404262	0.628039
-0.312981	0.813849
-0.405494	0.948414
-0.297142	0.953304
-0.319533	0.936303
-0.265718	0.963380
-0.535839	0.872382
0.166140	0.692191
0.008147	0.633706
-0.112354	0.717912
0.263580	0.520585
0.164520	0.583519
0.276055	0.465684
0.196880	0.294467
0.070756	0.345069
0.166641	0.458739
0.134544	0.346509
0.185764	0.273659
0.331761	0.208481
0.227601	0.211642
-0.034763	-0.135275
0.080126	0.268847
0.194051	0.089497
0.121583	0.046579
0.203034	0.001874
0.062636	0.082207
0.223943	0.079261
-0.068373	-0.154566
-0.097979	0.008278
0.026911	-0.184270
-0.002875	-0.213124
0.195304	-0.055213
0.124070	-0.137616
0.193147	0.197714
0.156635	0.058030
-0.004611	-0.265414
0.256403	0.029421
0.139064	-0.122588
0.133949	0.051311
0.119822	-0.051737
0.251397	-0.114412
0.181961	-0.153460
0.080526	0.110390
-0.106334	-0.039209
0.095508	-0.037785
0.032154	0.109195
0.125430	-0.130378
0.015942	-0.086057
0.045982	0.020090
0.116290	-0.131374
0.041919	-0.156516
0.095810	-0.113595
0.279548	0.013785
-0.045640	-0.229893
0.162366	-0.244371
0.078538	-0.159401
0.244315	-0.078126
-0.030177	-0.086804
0.152109	-0.029486
0.203298	-0.085120
0.300773	0.311452
0.269748	0.231513
0.133589	0.298195
0.363718	0.118389
0.183855	0.192115
0.354811	0.205780
0.227106	0.255647
0.146576	0.316086
0.087652	0.562855
-0.027257	0.985148
0.042103	0.707221
0.108823	0.765458
0.202121	0.611221
0.081650	0.726706
-0.138986	1.063274
-0.018246	0.720395
0.026337	0.614181
0.124660	0.951367
-0.446607	0.779832
-0.400166	0.942490
-0.320472	0.809803
-0.225554	0.753734
-0.222364	0.819032
-0.388179	0.798942
-0.123812	0.857952
-0.283537	1.069627
-0.298465	1.013125
-0.180230	0.853937
-0.348848	1.155136
-0.251340	0.717447
-0.348727	0.519813
-0.315683	0.526646
-0.306427	0.515891
-0.318217	0.410638
-0.284065	0.697437
-0.313852	0.501451
-0.414069	0.785749
-0.204012	0.813837
-0.221374	0.813566
0.098297	0.545749
0.160364	0.603519
-0.065434	0.805330
0.137131	0.683665
0.165298	0.792805
-0.255689	0.974450
-0.388835	0.480952
-0.365383	0.326460
-0.351000	0.416195
-0.323312	0.244334
-0.327232	0.163263
-0.323420	0.539719
-0.456737	0.468071
-0.348610	0.201695
-0.370123	0.495991
-0.288161	0.555952
-0.247174	0.495525
-0.238351	0.641161
-0.419994	0.475159
-0.262759	0.526110
-0.344678	0.279408
-0.458716	0.444502
-0.322437	0.543206
-0.239768	0.439978
-0.284325	0.931365
-0.151873	0.792196
-0.369352	0.711471
-0.274252	0.438641
-0.360431	0.303014
-0.205865	-0.032840
-0.167550	0.076362
0.281874	0.064453
0.107151	0.064684
-0.086300	0.224547
-0.445895	0.456287
-0.337198	0.412907
-0.456924	0.400771
-0.483126	0.592839
-0.258117	0.713641
0.206157	0.734590
-0.224373	0.753097
-0.317397	0.320734
-0.479414	0.377070
-0.387898	0.433597
-0.072201	0.641140
-0.360381	0.516127
-0.270990	0.546684
-0.338285	0.233860
-0.469113	0.404595
-0.024447	0.091035
-0.123545	0.147779
0.005892	0.131605
-0.108210	0.114228
-0.041205	-0.019302
-0.183963	0.007812
-0.256460	0.090691
-0.094785	0.232888
0.070058	-0.003386
0.240033	-0.142073
0.197809	0.028618
0.170773	-0.146913
0.006699	-0.221339
0.104334	-0.262501
0.160680	-0.156261
0.081596	-0.193765
0.297046	0.017396
0.223648	-0.121314
0.152629	-0.067256
0.236857	0.105334
0.234335	0.176669
0.228228	-0.033324
0.171906	0.127407
0.352710	-0.142635
-0.196219	0.079076
-0.384341	0.361521
-0.301312	0.726397
-0.375220	0.194917
-0.161994	0.115426
0.111350	0.023489
0.208129	0.006665
0.225580	0.074344
0.079194	0.071496
0.158478	0.129842
0.268049	0.155099
-0.158998	0.028238
-0.024630	0.158568
-0.127215	0.102131
-0.088390	-0.026688
0.001040	0.174981
-0.340601	0.057456
-0.248010	0.191436
-0.004115	0.035575
-0.131696	-0.032440
-0.110509	0.257309
-0.175739	0.184155
-0.020693	0.213410
-0.067609	0.240553
0.144843	-0.052870
0.041574	0.017925
0.197275	-0.033311
0.243110	0.002704
0.238616	0.131600
0.164956	0.112773
0.215199	-0.052791
0.167166	-0.078062
0.293399	0.076671
-0.195077	0.082177
-0.360316	0.392865
-0.020703	0.179237
-0.283230	0.300947
-0.407810	0.458173
-0.181596	0.704418
-0.270214	0.721299
-0.478899	0.886769
-0.321816	0.742730
-0.410072	0.984212
-0.397647	0.621311
-0.444596	0.511259
-0.248268	0.826398
-0.438463	0.883046
-0.104086	0.983149
-0.383129	0.895052
-0.153753	1.020293
-0.247962	0.930720
-0.254303	0.932845
-0.325492	0.904480
-0.414268	0.696763
-0.384576	0.685691
-0.274277	0.771697
-0.272261	0.932460
-0.346015	0.941743
-0.040233	0.836412
0.248900	0.676161
0.285372	0.493169
0.204462	0.329796
0.324570	0.231911
0.432810	0.216852
0.446871	0.435329
0.150809	0.408213
0.138029	0.713248
0.330510	0.090363
0.120018	0.328935
0.139551	0.114097
0.228167	-0.079709
0.320184	0.019569
0.196795	-0.032844
-0.220658	-0.082350
0.024702	-0.101473
0.096805	-0.076007
0.125493	-0.283804
0.162401	-0.090354
0.084624	-0.051559
0.077627	0.022721
0.158970	0.029440
0.146833	0.026880
0.129809	0.009875
0.027273	-0.181329
0.139436	0.016689
0.144848	-0.047269
0.075222	0.072091
0.308674	0.213703
0.211021	0.114593
0.094963	-0.050707
0.168737	-0.062076
0.196407	-0.005054
0.345687	0.662551
0.311878	0.418565
0.226298	0.239283
0.144625	0.707104
0.053259	0.622812
0.213962	0.335262
0.236501	0.285876
0.344552	0.585602
0.230354	0.109893
0.239592	0.199973
0.005252	-0.253638
-0.137967	0.052580
-0.228176	0.062978
-0.118101	-0.101355
0.015628	0.031889
-0.047832	0.202102
-0.092843	0.103702
-0.053184	0.088326
-0.123693	0.168627
-0.068101	0.218599
0.014813	0.048496
-0.164440	0.097794
-0.128865	-0.038999
-0.109498	0.279968
-0.077562	0.202966
-0.182659	0.069590
-0.012601	0.250135
-0.075454	0.394853
-0.189534	-0.105872
-0.059332	-0.044187
-0.071988	0.180504
-0.002457	0.041490
-0.119047	0.030124
-0.087675	0.075007
0.177380	-0.109521
0.156837	0.156188
0.015542	-0.094468
-0.037910	0.283691
-0.260969	0.045068
-0.397422	0.776165
-0.252085	0.542099
-0.339360	0.752579
-0.352164	0.780614
0.032111	0.905013
-0.018965	0.707785
-0.095583	0.771940
-0.044920	0.783035
-0.187925	0.885694
-0.083929	0.692397
-0.178165	0.674994
-0.247325	0.738320
-0.401272	0.597533
-0.333084	0.350284
-0.387123	0.454924
-0.415816	0.669852
-0.426602	0.751422
-0.083088	0.504379
-0.408575	0.483193
-0.383014	0.512903
-0.329141	0.468930
-0.141302	0.653169
-0.002862	0.272172
-0.077166	0.143461
0.192990	-0.046265
0.123985	-0.070674
0.187092	0.160425
0.140096	-0.097091
-0.021347	-0.144285
0.215384	0.041087
0.257986	0.091344
-0.060565	-0.156214
-0.117773	0.028941
-0.133544	0.090331
-0.230211	-0.047377
-0.022485	0.102985
-0.203162	0.100878
-0.078557	0.250432
-0.123531	0.004142
-0.132052	0.102058
-0.164562	0.057491
0.057957	0.040595
-0.003323	0.226973
-0.025128	0.282960
-0.052887	0.172458
0.182349	0.033989
0.287906	-0.100257
0.158157	0.058421
0.406990	0.304295
0.181005	0.469204
0.256361	0.371500
0.206427	0.338821
0.288672	0.265595
0.133710	0.275827
0.168035	0.527138
0.146376	0.752834
0.185714	0.537410
0.104528	0.686661
0.042584	0.842383
-0.103995	0.786555
0.054676	0.814074
0.032678	0.844589
-0.079069	0.631254
-0.050140	0.531961
-0.031460	0.810267
-0.090342	0.896455
0.108725	0.618119
0.068680	0.415355
0.083643	0.719388
-0.189651	0.839924
-0.041301	0.828215
-0.114823	0.966591
-0.407217	0.761037
-0.104660	0.587021
-0.287777	0.718688
-0.378904	0.422954
-0.434367	0.705930
-0.222678	0.339147
-0.325242	0.509472
-0.320179	0.422914
-0.340337	0.452379
-0.209520	0.166220
-0.107067	-0.023243
0.089047	0.233012
0.193583	-0.070527
-0.280562	0.093501
-0.011720	0.279309
0.040041	0.263658
-0.049122	0.232970
0.254970	0.054517
0.155083	0.085771
0.119056	-0.050384
0.073426	0.120545
0.170714	0.114497
0.165878	-0.124428
0.180675	0.729874
-0.229144	0.935882
0.065345	0.614312
0.182869	0.591056
-0.102496	0.820235
0.118565	0.253759
0.340959	0.134767
0.164220	0.085851
0.224926	0.024445
0.065110	0.450946
0.225165	0.014469
0.217197	0.191025
0.113598	-0.200526
0.208251	0.066590
0.180765	0.223030
0.077226	-0.062788
0.249315	-0.017830
0.083189	-0.143288
0.163148	-0.166714
0.122573	-0.014350
0.157050	-0.064488
0.063165	0.040902
0.235660	-0.122423
0.245360	-0.004252
0.138885	0.618025
0.323252	0.247299
0.375202	0.189246
0.299492	0.453201
0.387974	0.131441
0.028616	0.610748
-0.118878	0.791966
0.115068	0.676338
-0.311156	0.766819
-0.398633	0.798661
-0.275094	0.787124
0.011051	0.718498
-0.012881	0.848525
0.058537	0.858726
-0.106669	0.781133
-0.008734	0.922352
0.140246	0.612947
0.047391	0.718905
-0.016769	0.702483
0.102891	0.531444
-0.023646	0.886926
-0.215843	0.872057
0.205622	0.577243
0.206553	0.732979
0.004318	0.711768
-0.126782	0.844190
0.048646	0.622128
0.041752	0.910774
0.057074	0.604842
0.073363	0.765884
-0.259272	0.697868
-0.256506	0.849986
-0.331691	0.878833
-0.337074	0.776980
-0.452892	0.914645
-0.234326	0.785859
-0.264049	0.801281
-0.413133	0.952932
-0.292564	0.811950
-0.322031	0.704083
-0.195119	1.036605
-0.285925	0.715618
-0.361880	0.638962
-0.279385	0.829351
-0.218178	0.524176
-0.043902	0.782077
-0.095581	1.001646
-0.104112	0.956147
0.010626	0.736604
-0.041689	0.720545
-0.094068	0.742252
-0.036708	0.742027
0.381262	0.281881
0.236649	0.269287
0.065382	0.035338
0.080514	0.083013
0.072274	-0.242692
0.031362	-0.053980
0.187771	0.084484
0.078288	-0.095777
0.168332	-0.136469
0.050213	-0.086314
0.078097	0.128936
-0.006192	-0.150507
0.157999	-0.088321
-0.004369	-0.093150
0.199779	0.427520
0.132640	0.167806
0.154713	-0.080430
0.207144	0.474401
0.076405	0.428597
0.302912	0.510214
0.314400	0.259323
0.220943	0.387243
0.373577	0.359311
0.079194	0.676868
0.113867	0.770542
0.048372	0.711140
0.077822	0.471328
0.010737	0.934929
0.049136	0.993255
0.053767	0.795086
0.072789	0.625430
-0.087888	0.754460
-0.422356	0.353960
-0.333316	0.788070
-0.543991	0.987619
-0.299478	0.621582
-0.224638	0.702038
-0.495511	0.560804
-0.096794	0.797265
-0.192585	0.631582
-0.418474	0.831377
-0.352434	0.494132
-0.483943	0.678108
-0.336016	0.786285
-0.248174	0.604076
-0.320289	0.727732
-0.436334	0.745891
-0.189089	0.849434
-0.199407	0.915376
-0.358820	0.770565
-0.158642	0.778216
-0.256961	0.855306
-0.235290	0.924133
-0.151447	0.907658
-0.024929	0.632926
0.073850	0.682525
-0.049114	0.699697
0.052140	0.695158
0.190110	0.521471
0.080873	0.632080
0.130648	0.596805
-0.043911	0.773560
0.093269	0.617876
-0.051126	0.880381
-0.062080	0.792643
0.052011	0.650919
0.181336	0.490722
0.018190	0.782396
-0.037423	0.494038
-0.067684	0.739929
-0.169190	0.724113
-0.030381	0.844947
0.048573	0.957563
0.189496	0.696756
0.099266	0.548866
0.116183	0.718973
0.102397	0.539204
0.062223	0.280071
0.311859	0.313006
-0.035001	0.796617
0.041411	0.672927
0.429564	0.251081
0.292259	0.231174
0.064743	0.665665
0.008072	0.603053
0.069864	0.647590
0.463781	0.263335
0.325994	0.375888
0.344219	0.291873
0.282434	0.099147
0.261840	0.489149
0.379724	-0.062343
0.300137	0.471614
0.145152	0.076014
-0.015525	0.115783
0.176753	0.040352
0.141729	0.040476
0.281342	0.545175
0.286084	0.223399
0.177390	0.580596
0.166471	0.331576
0.097714	0.230280
0.275900	0.296558
0.015116	0.068499
-0.154378	0.013158
-0.435732	0.484830
-0.395973	0.372530
-0.424675	0.267838
-0.435755	0.407444
-0.300532	0.216185
-0.282808	0.116853
-0.400888	0.483229
-0.478309	0.289152
-0.359213	0.368792
-0.407131	0.334936
-0.362234	0.380173
-0.439629	0.322649
-0.389051	0.528685
-0.409454	0.679361
-0.483533	0.633274
-0.387385	0.868504
-0.335793	0.718128
-0.408889	0.700720
-0.503596	0.821031
-0.562893	0.687122
-0.234673	1.055174
-0.100664	0.613269
-0.046305	0.817493
0.190555	0.340318
0.296723	0.325466
0.264985	0.205610
0.099205	0.450518
0.076959	0.320233
0.103821	0.533755
0.176116	0.250502
0.260279	0.306455
0.166902	0.543016
0.279764	-0.046492
0.152708	-0.032587
0.334494	0.268390
0.396322	0.127385
0.140710	0.158436
0.233536	0.487762
0.170405	0.661993
0.101683	0.437346
0.242974	0.466099
0.241800	0.306417
0.204659	0.363723
0.251413	0.476204
0.202247	0.265796
0.278181	0.087326
0.212384	0.491361
0.092577	0.468302
0.367811	0.170318
0.390612	0.374827
0.194004	0.337805
-0.140124	0.946106
0.144632	0.656153
0.014141	0.917151
0.141956	0.852824
0.010634	0.605648
-0.003601	0.686140
0.211691	0.632739
0.268948	-0.031863
0.163379	-0.014999
0.363755	0.411016
0.167314	-0.168793
0.123025	-0.155626
0.215824	0.323797
0.405461	0.179273
0.394844	0.387135
0.223212	0.347277
0.173882	0.253710
0.137328	0.502828
0.195041	0.474494
0.478091	0.088432
0.261642	0.379021
0.021495	0.440083
0.076870	0.517010
0.230155	0.165185
0.378859	0.331839
0.160134	0.278787
0.141567	0.657780
0.161745	0.680553
0.135122	0.613604
0.143834	0.528137
-0.101604	0.957224
0.105886	0.770257
0.226753	0.198102
0.209897	-0.047768
0.133788	0.427251
0.383438	0.187761
0.221648	0.250258
0.205415	0.343231
0.235811	0.423995
0.213215	0.501133
0.069297	0.303478
0.236386	0.041125
0.115853	0.170180
0.163555	0.028363
0.018549	-0.009282
0.261396	0.147568
0.297957	-0.042473
0.009804	-0.119564
-0.101180	-0.005285
0.198156	-0.011039
0.127828	-0.101138
0.047072	-0.125259
0.102388	0.212176
0.120419	-0.041087
0.064671	0.099154
0.201887	0.005547
0.052613	0.796795
0.041843	0.804311
-0.387954	0.778651
-0.234358	0.824131
-0.298767	0.859119
-0.270262	0.763609
-0.439247	0.719201
-0.528383	0.710590
-0.349575	0.716608
-0.282656	0.655024
-0.315828	0.782993
-0.376333	0.723778
-0.394624	0.797972
-0.265623	0.519761
-0.023030	0.552725
-0.091202	0.907051
0.009859	0.675757
-0.182839	0.882142
-0.297985	0.860503
-0.306777	0.947558
-0.562745	0.760103
-0.251628	0.679622
-0.350141	0.963450
-0.321816	0.854365
-0.415795	0.785838
0.041239	0.799733
0.217342	0.428480
0.090720	0.658457
-0.068232	0.814135
0.165468	0.589328
0.269707	0.328239
0.256591	0.359229
-0.003814	0.344910
0.239883	0.589972
0.074852	0.098629
0.157158	-0.082765
0.174168	0.025993
0.189586	-0.132717
0.013453	-0.033547
0.209431	-0.007606
0.086872	-0.164373
0.147583	-0.012901
0.120128	-0.138239
0.236382	0.304919
0.248196	-0.114754
0.267721	-0.096239
0.045089	-0.177636
0.207525	-0.002361
0.321621	0.184153
0.037205	-0.176053
0.103409	0.043061
-0.003934	-0.199430
0.050257	-0.048897
-0.064527	0.250162
-0.119773	-0.068035
-0.095094	0.016877
-0.331593	0.225647
-0.424010	0.556531
-0.230750	0.346478
-0.215674	0.986111
-0.065391	0.654039
0.186851	0.698104
-0.014987	0.742533
-0.156783	0.582903
-0.286690	0.900867
-0.255560	0.723823
-0.363786	0.980308
-0.296341	0.551960
-0.371753	0.720100
-0.484849	0.655975
-0.307937	0.269687
-0.520707	0.598536
-0.409173	0.445848
-0.316552	0.636221
-0.452426	0.905356
-0.213597	0.742765
-0.179083	0.626744
-0.388399	0.412388
-0.255761	0.785234
-0.407548	0.977281
-0.290777	0.889069
-0.417368	0.756408
-0.370083	0.965649
-0.280338	0.782655
-0.259516	0.993382
-0.425359	0.746682
-0.123407	0.856058
-0.132087	0.953349
0.089036	0.723015
0.209227	0.647179
0.167827	0.564110
0.161038	0.515528
-0.137738	0.935486
0.058106	0.734475
0.165576	0.545325
-0.284084	0.792818
-0.136528	0.893860
0.087919	0.698587
-0.128847	0.744837
-0.078163	0.815914
0.229579	0.601194
0.132109	0.650849
0.120025	0.689358
-0.093003	0.993502
-0.214054	0.885058
0.020070	0.884493
0.126496	0.699301
0.110769	0.594709
0.213010	0.718786
0.100887	0.608636
-0.014443	0.685026
-0.102028	0.872178
0.032571	0.397298
0.210101	0.509243
0.283527	0.225978
0.294882	0.309122
0.050068	-0.092876
0.142934	-0.075143
0.232708	0.382190
0.120342	0.474930
0.175994	0.269941
0.114792	0.375595
0.179093	0.305572
0.367968	0.207876
0.065609	0.685091
0.005747	0.687216
-0.030810	0.641915
0.155724	0.625158
0.091495	0.654910
0.127425	0.797684
0.018342	0.694288
-0.049822	0.977381
-0.197245	0.869111
0.122009	0.654671
0.092057	0.645562
-0.171733	1.065941
-0.209675	1.033149
-0.366802	0.282166
-0.415102	0.605514
-0.444036	0.589089
-0.242138	0.437334
-0.421727	0.775342
-0.144702	1.100463
-0.240819	0.809245
0.023770	0.749261
-0.046656	0.836159
-0.040504	0.912240
0.008988	0.818940
0.077714	0.278015
0.194192	0.315297
0.277364	0.388692
0.339594	0.240145
0.279523	0.321668
0.241390	0.264363
0.107491	0.607308
0.160527	0.267357
0.237857	0.547361
0.299779	0.373727
0.302232	0.462598
0.297615	0.476747
0.215438	0.005451
-0.046279	-0.100679
-0.022726	0.014615
-0.106652	0.069331
-0.143890	0.150643
-0.072909	0.138326
-0.004534	-0.124114
0.113230	0.128386
0.152455	0.062567
0.216128	0.582755
-0.034496	0.785684
-0.256455	0.749821
-0.065593	0.906412
-0.350699	0.516804
-0.447930	0.593236
-0.157572	0.883447
-0.497115	0.902515
-0.249893	0.837454
-0.202556	0.838107
-0.298511	1.002229
-0.542979	0.767243
0.145972	0.747949
0.162351	0.541965
0.180038	0.705434
0.179725	0.382419
0.264519	0.593049
-0.033957	0.837552
-0.132279	1.010204
0.186146	0.545066
-0.097580	1.020047
-0.012504	0.880670
0.061092	0.685979
0.279562	0.064033
0.090518	-0.079102
0.197791	0.006980
0.258937	-0.067459
0.242018	0.339275
0.238504	0.217267
0.309506	0.363498
-0.319894	0.813679
-0.456053	0.211911
-0.378934	0.544487
-0.524012	0.590251
-0.463181	0.319997
-0.384838	-0.000323
-0.435543	0.309770
-0.398172	0.625093
-0.396982	0.673362
-0.408568	0.516214
-0.504870	0.450206
-0.421240	0.353948
-0.410667	0.514935
-0.472607	0.407836
-0.411231	0.183949
-0.330298	0.189183
-0.204212	0.064898
-0.174941	-0.123739
-0.128884	-0.002334
0.181910	-0.058694
0.223327	0.206753
0.216086	0.247706
0.146988	0.426841
0.266861	0.196266
0.027667	0.789940
-0.055526	0.663328
-0.053713	0.702329
-0.214136	0.959481
-0.440727	0.257874
-0.447129	0.364758
-0.366327	0.671367
-0.253977	0.662810
-0.223655	0.612618
-0.445900	0.870296
-0.382253	0.786313
-0.467860	0.712461
-0.484100	0.208682
-0.529252	0.586137
-0.367856	0.350513
-0.331899	0.567984
-0.403906	0.500169
-0.502917	0.299542
-0.435125	0.681000
-0.382117	0.228509
-0.530102	0.466319
-0.381208	0.759370
-0.380012	0.639775
-0.486402	0.517563
-0.471653	0.665801
-0.315789	0.372031
-0.529238	0.705727
-0.236592	0.116321
0.056168	0.039996
-0.079964	-0.261642
-0.027636	0.210117
0.201947	0.636537
0.132846	0.123571
0.296343	0.105690
0.151205	-0.078425
0.107884	0.135998
-0.267491	0.123020
-0.185478	0.010413
-0.152203	0.068670
-0.138872	0.041663
-0.158514	-0.098199
-0.459809	0.532526
-0.571279	0.715316
-0.397199	0.775134
-0.216459	0.810536
-0.099274	1.044684
0.077412	0.767552
0.398331	0.256501
0.187803	0.416415
0.109570	-0.040563
0.157212	0.143824
0.030187	0.027536
0.260295	0.145683
0.075184	-0.057294
0.202629	0.418909
0.102758	-0.061191
0.407925	0.141949
0.176962	0.732986
-0.156539	1.015904
-0.147332	0.882367
0.144532	0.680399
0.319156	0.286340
0.257920	0.409706
0.173831	0.365954
0.261511	0.435454
0.015314	0.547644
0.401150	0.308171
0.293196	0.570126
0.027081	0.766124
0.005435	0.742597
-0.092817	0.914226
0.050445	0.727027
-0.056322	0.818753
0.116667	0.599460
0.003163	0.643768
-0.110382	0.888395
0.204179	0.331874
0.122461	0.244952
0.499491	0.038197
0.195367	0.445888
0.155118	0.298968
0.107746	0.682534
0.076988	0.341631
0.293311	0.184616
0.066745	0.552007
0.241121	0.403827
0.150433	0.607547
0.213239	0.396179
0.156877	0.343401
0.090354	0.591482
0.020951	-0.063329
0.228612	-0.129858
0.187824	0.001841
0.181202	0.147262
0.172648	0.213714
0.121033	0.088558
0.187150	0.243770
0.142483	-0.118255
0.003304	0.090431
0.141407	0.072154
0.076171	-0.041785
0.119126	0.118478
0.102295	-0.067281
0.079627	-0.041966
-0.005800	0.036865
0.327984	0.015968
0.056774	-0.108505
0.094305	-0.090047
0.210045	-0.072244
0.209049	-0.081633
0.091832	-0.009269
0.332698	0.037505
-0.049585	-0.135858
-0.004241	-0.049276
-0.405733	0.196144
-0.149074	0.158965
0.007376	0.256377
-0.123791	0.221929
-0.042078	0.384781
-0.202582	0.093229
-0.194978	0.229589
-0.099763	0.112816
0.179233	-0.039322
-0.186502	-0.014053
-0.296881	-0.109554
-0.405051	0.642293
-0.454206	0.464329
-0.377473	0.607120
-0.338254	0.409929
-0.156614	0.668161
-0.222643	0.410728
-0.352017	0.440376
-0.330427	1.059139
-0.324919	0.552517
-0.379997	0.928131
-0.392024	0.948360
-0.340435	0.721500
-0.323233	0.648742
-0.299757	0.891293
-0.395251	0.778155
-0.442130	1.060312
-0.368130	0.542595
-0.089254	0.821905
-0.169412	0.492940
-0.189883	0.934505
-0.013477	0.717878
0.214431	0.301176
-0.007004	0.735819
-0.254586	0.840266
0.073855	0.822633
-0.032325	0.941624
0.008578	0.863914
-0.028405	0.954219
0.129975	0.689733
0.034376	0.759339
-0.022763	0.827764
0.018525	0.845753
-0.026442	0.858545
-0.060141	0.851426
0.141377	0.716575
-0.309405	0.695316
-0.266866	0.803103
-0.383915	0.604046
-0.240534	0.557711
-0.442109	0.837573
-0.413135	0.793458
-0.380765	0.783686
-0.344804	1.001599
-0.340348	0.792472
-0.530060	0.968368
-0.377485	0.930227
-0.440820	0.831841
-0.346710	0.901958
-0.389598	0.903747
-0.513205	1.189672
-0.265721	0.771434
-0.359740	0.707911
-0.357536	0.666063
-0.399724	1.031477
-0.306382	0.758599
-0.195121	0.682658
-0.347814	0.739735
-0.592735	0.759012
-0.337531	0.810410
-0.506529	0.911530
-0.177921	0.999377
-0.461585	0.464179
-0.044159	0.856138
0.179137	0.385154
0.191580	0.111570
-0.001005	-0.020347
0.179125	0.250308
0.114047	-0.082069
0.198524	-0.181759
0.185881	-0.036299
0.035224	-0.113261
0.272989	0.083257
0.253921	0.130423
0.090658	0.091911
0.233326	0.145529
0.001782	0.936552
0.046347	0.775762
0.097320	0.773919
0.159029	0.555889
0.271111	0.230790
0.368978	0.321832
0.183265	-0.088055
0.223165	0.030353
0.230137	0.138743
0.097447	0.047595
0.082428	-0.025496
-0.193838	-0.054320
0.137108	0.014666
0.136996	0.138040
-0.008374	-0.089289
0.217253	0.016739
-0.093932	0.130320
-0.358936	0.287988
-0.250160	0.635925
-0.475421	0.267442
-0.458496	0.453531
-0.367631	0.479980
-0.421111	0.416491
-0.496681	0.395563
-0.412301	0.181856
-0.283017	-0.016870
0.007901	0.179207
-0.088794	0.123847
-0.149189	0.290833
-0.165339	0.153556
-0.301029	0.263773
-0.099838	0.109633
-0.227881	-0.018260
-0.095801	0.092756
-0.190525	0.248577
-0.324251	0.030870
-0.041296	0.095730
-0.264192	0.012292
-0.065956	-0.022569
0.085994	-0.049758
-0.053749	-0.102376
0.254979	-0.056634
0.047063	0.019446
0.112254	0.055186
0.055344	0.084249
0.291496	0.031285
-0.288281	0.127973
-0.221076	0.035053
-0.144669	0.078266
0.251345	0.010315
0.094822	0.352008
0.129407	0.590509
0.168073	0.330099
0.117194	0.465156
0.138220	0.526170
0.268852	0.253949
0.103873	-0.058133
0.274961	0.023979
0.278856	0.067576
0.206123	0.069738
-0.133233	0.255572
-0.234380	0.201997
-0.121121	-0.017202
-0.270018	0.014488
-0.095124	-0.064954
-0.307845	0.161094
-0.205151	-0.052999
-0.045480	-0.106301
0.017827	-0.009596
0.046688	-0.017712
0.077554	0.639757
0.191906	0.222886
0.127870	0.263089
-0.000508	0.274476
0.161925	0.405253
0.218257	0.453063
0.319449	0.240946
0.150114	-0.092047
0.119934	-0.252059
0.135085	0.014416
0.120944	-0.120136
0.035533	-0.034402
0.128460	-0.079062
0.075363	-0.078271
0.273888	0.162509
0.231747	0.038378
0.176584	-0.177561
0.104629	-0.047459
0.055379	-0.101756
0.243105	-0.084355
0.111809	-0.025857
0.125327	0.031690
0.071641	0.682970
-0.032072	0.709169
0.362102	0.183118
0.130390	-0.111141
0.163846	0.260174
-0.000073	-0.137715
0.278111	0.102414
0.030042	-0.008721
0.013839	-0.103004
0.103308	-0.040944
0.135335	0.144328
0.249465	0.509872
-0.015673	0.054596
0.396717	0.404400
0.309920	0.371162
0.283457	0.281438
0.375253	0.235801
0.148316	0.350839
0.179041	0.184345
0.143901	0.127013
0.041029	0.066492
0.230492	0.010060
0.147473	-0.031522
0.270537	0.076203
0.262061	0.203760
0.343350	0.299629
0.326232	0.263279
0.202298	0.455569
0.198786	0.209776
0.303879	0.352714
0.217679	0.417114
0.219158	0.373221
0.234471	0.464994
0.155566	0.212239
0.260436	0.399888
0.299858	0.544544
0.247917	0.499906
0.286545	0.285452
0.148428	0.388447
0.239002	0.351223
0.149198	0.267898
0.267241	0.418783
-0.076997	0.895464
-0.208405	1.022428
0.054372	0.742912
-0.531633	0.410692
-0.515769	0.809967
-0.372205	0.798647
-0.412280	0.798240
-0.350761	0.700025
-0.320097	0.119454
-0.398663	0.453787
-0.483475	0.239215
-0.458282	0.348183
-0.346521	0.703547
-0.506587	0.198257
-0.394172	0.416064
-0.445960	0.315920
-0.330420	0.306537
-0.443305	0.312667
-0.467996	0.407479
-0.310738	0.468151
-0.343809	0.296409
-0.377112	0.425883
-0.480683	0.399152
-0.399989	0.478424
-0.262110	0.922394
-0.333705	0.941376
-0.041729	0.697784
0.088066	0.666662
-0.090427	0.862776
-0.547485	0.620810
-0.323560	0.703209
-0.261421	0.573320
-0.330873	0.583217
0.052950	0.031126
-0.089623	0.036901
-0.202205	-0.168562
-0.186839	0.018219
-0.020520	-0.105238
-0.410690	0.546333
-0.399092	0.129833
-0.046960	-0.019021
-0.321802	0.365955
-0.219819	0.699690
-0.377670	0.310833
-0.336313	0.574796
-0.301614	0.468137
-0.395708	0.416628
-0.384150	0.520192
-0.346858	0.387810
-0.412601	0.375246
-0.311423	0.381477
-0.401483	0.531125
-0.322013	0.470652
-0.422323	0.483912
-0.311234	-0.085319
0.019988	0.047927
-0.246713	0.031934
-0.443497	0.403649
