Delta_59.8469	Delta_-94.5263	Delta_-73.7151
0.180249	-1.685286	-0.518300
0.192992	-1.400405	-0.376152
0.244222	-1.581354	-0.291884
0.254371	-1.586073	-0.467101
0.079266	-1.345087	-0.615017
0.292809	-1.616520	-0.585349
0.481561	-2.368907	-0.354656
0.505870	-2.323393	-0.281818
0.637703	-2.087527	-0.399618
0.710429	-2.359724	-0.083964
0.759269	-2.448421	-0.219348
0.685895	-2.403828	0.035891
0.456458	-2.415462	-0.217524
0.442401	-2.445740	-0.172651
0.441275	-2.450069	-0.222337
0.782206	-2.478921	-0.347905
0.430934	-2.382240	-0.379866
0.459409	-2.519604	-0.505510
0.533174	-2.462424	-0.187391
0.374698	-2.323176	-0.115527
0.773579	-2.885438	0.047222
0.688058	-2.402697	-0.160919
0.643183	-2.325503	-0.216072
0.331836	2.462365	0.293873
0.535802	2.820986	0.264096
0.404869	2.717111	0.053646
0.110532	1.688543	0.529002
0.135235	1.493740	0.506020
-0.074688	1.392417	0.445876
0.159143	1.578884	0.574042
-0.020609	1.603434	0.299420
0.209145	1.686529	0.445473
0.133631	1.067386	0.271554
-0.260843	0.530397	0.281858
-0.172173	-0.500595	-0.154999
0.098899	-0.094335	0.014834
-0.036947	0.244632	0.158333
-0.056880	0.883562	0.474201
0.123423	0.549063	0.373776
-0.089404	0.637600	0.318863
0.008426	-0.607102	0.009486
0.150131	-0.923599	-0.434184
-0.026937	-0.581942	-0.292592
-0.144110	-0.108090	-0.159082
0.081657	-0.853358	-0.296970
0.227989	-0.538970	0.008648
0.400543	-2.080595	-0.446658
0.506505	-2.588489	-0.323675
0.528131	-2.398126	-0.166892
0.479842	-2.467700	-0.469846
0.493658	-2.493943	-0.285325
0.117281	-1.317169	-0.585984
0.329197	-1.366162	-0.500601
-0.209803	-0.219732	-0.132881
0.024323	-0.552976	-0.107952
0.110825	-0.959099	-0.377187
0.028042	-0.575374	-0.161549
0.126999	-0.465596	-0.214278
0.022906	-0.540251	-0.102470
-0.103276	-0.706925	-0.306166
-0.269419	-0.452220	-0.104175
-0.165635	-0.286754	-0.033608
-0.045817	-0.394439	0.015622
-0.120583	-0.195496	0.131870
0.143618	-0.220582	0.058175
-0.063436	-0.476889	-0.174475
-0.043975	-0.355651	-0.126227
0.014205	-0.165911	-0.027768
0.112078	-0.297676	0.277198
-0.037465	-0.531233	-0.200109
0.138150	-1.371975	-0.443289
0.237255	-1.402732	-0.398691
0.191464	-1.308023	-0.215412
0.263185	-1.563674	-0.376094
0.278848	-1.456530	-0.306827
0.480374	-2.540611	0.233481
0.406962	-2.590494	0.052508
0.466298	-2.348932	-0.300506
0.547046	3.014070	0.148856
0.237909	2.658936	0.257017
0.435886	-3.137537	0.342964
0.533633	-2.383629	-0.162506
0.425314	-2.402533	-0.262635
0.415614	-2.503879	-0.359243
0.728678	-2.756327	-0.001372
0.548979	-2.281398	-0.357876
0.515108	-2.245823	-0.462696
0.575542	-2.356074	-0.505097
0.630912	-2.541617	-0.156432
0.511818	-2.302857	-0.464546
0.580711	-2.433951	-0.318671
0.817465	-2.467133	-0.076672
0.526726	-2.257069	-0.388245
0.525618	-2.208995	-0.268795
0.747568	-2.175460	-0.299158
0.526805	-2.520680	-0.173819
0.585406	-2.468627	-0.226079
0.713808	-2.236118	-0.290458
0.504339	-2.319604	-0.283927
0.570634	-2.273939	-0.535970
0.414545	2.785367	0.136724
0.453855	-3.117169	0.116757
0.396928	2.920180	0.167843
0.225947	2.522477	0.384348
0.375244	2.726459	0.323041
0.312885	2.757449	0.116468
0.351056	2.877856	0.225696
0.286239	2.546109	0.432407
0.352499	2.686947	0.322258
0.529123	2.811750	0.357686
0.538523	3.053483	0.257560
0.620681	3.003120	0.275090
0.317376	2.750133	0.279364
0.419266	2.837486	-0.022108
0.321598	2.739354	0.164235
0.586197	-2.193519	-0.476318
0.463350	-2.506233	-0.203889
0.428864	-2.663879	-0.104989
0.334590	-2.587199	-0.110525
0.412955	-2.458347	-0.262951
0.380391	-2.537398	0.053938
0.539040	-2.228787	-0.108551
0.379250	-1.382070	-0.089024
0.364800	-1.575411	-0.378878
-0.039167	-0.123749	0.056589
-0.084240	-0.409079	-0.203081
-0.022174	0.082603	0.333450
-0.099479	-0.055241	0.097475
-0.029795	-0.460983	-0.085371
-0.029112	-0.467951	-0.024939
0.004981	-0.515253	-0.090008
-0.087628	-0.654123	-0.256364
-0.095012	-0.803106	-0.376530
0.031945	-0.320877	-0.079165
-0.053297	-0.169232	-0.019357
0.000979	-0.108219	0.128488
-0.128399	-0.816727	-0.453246
-0.172632	-0.585647	-0.159719
0.072881	-0.683878	-0.317756
0.282820	-1.467719	-0.433922
0.318306	-1.654270	-0.419493
0.372019	-1.281072	-0.296336
0.387303	-1.326377	-0.399588
0.254123	-1.329770	-0.378380
0.450962	-2.397833	-0.521635
0.524534	-2.525847	-0.165201
0.578062	-2.282690	-0.289489
0.603135	-2.334353	-0.051489
0.638621	-2.294111	-0.237887
0.447780	-2.550605	-0.169098
0.596283	-2.520847	-0.136464
0.547749	-2.363575	-0.215717
0.520564	-2.350997	-0.396659
0.694704	-2.878950	-0.152955
0.039891	1.630759	0.400199
0.551562	2.938590	0.504439
0.510537	2.652077	0.279686
0.422490	2.627104	0.123136
0.719290	3.024942	0.185665
0.589164	2.638304	0.368271
0.824368	-2.403249	0.130355
0.715344	2.937363	0.170402
0.667330	2.827343	0.287407
0.719783	3.063021	0.369029
0.342954	2.620059	0.369336
0.742767	3.023877	0.030240
0.720147	3.082981	0.116607
0.388709	2.587753	0.211511
0.304405	2.191572	0.480679
0.551007	-2.990266	0.088965
0.705352	2.822269	-0.016504
0.738962	2.852760	0.303576
0.767112	-2.834141	0.287313
0.585930	2.817752	0.239534
0.421101	2.998840	0.102458
0.681034	2.824039	-0.076569
0.591843	-2.251630	-0.077323
0.571026	-2.299370	0.064890
0.585930	-2.416885	-0.080262
0.722566	-2.329793	-0.255267
0.583357	-2.461347	0.074293
0.554320	-2.243968	-0.292866
0.667004	-2.424709	-0.053384
0.573421	-2.418730	-0.208263
0.667707	-2.283608	-0.337576
0.560582	-2.370171	-0.156425
0.743454	-2.304571	-0.153765
0.581402	-2.267870	-0.054203
0.592190	-2.133229	-0.222795
0.445986	-2.344763	-0.183722
0.567712	-2.391136	-0.262613
0.565474	-2.330030	-0.173400
0.658912	-2.396590	-0.067227
0.564300	-2.295609	-0.322987
0.579413	-2.343907	-0.089117
0.509509	-2.064644	-0.481679
0.579596	-2.193245	-0.584024
0.637160	-2.164547	-0.271629
0.485685	-2.362502	-0.157307
0.431719	-1.683899	-0.544051
0.368985	-1.438193	-0.268351
0.636523	-2.511986	-0.090436
0.747474	-2.306329	-0.227779
0.247013	-1.481247	-0.506306
0.166902	-1.004753	-0.469818
0.745268	-2.234278	-0.447705
0.568773	-2.326665	-0.370727
0.520862	-1.996487	-0.592321
0.478198	-1.244814	-0.093958
0.457735	-1.459416	-0.439203
0.392804	-1.113794	-0.321053
0.539469	-1.346350	-0.591188
0.472794	-1.639396	-0.015980
0.485334	-1.225797	-0.511916
0.341341	-1.273720	-0.192960
0.098618	-0.599639	-0.135340
-0.191056	0.313032	0.149863
0.130352	-0.533074	-0.203785
0.058891	-0.650935	-0.225851
0.302972	-1.409894	-0.343313
0.359161	-1.404971	-0.475152
0.398631	-1.661210	-0.418605
0.269159	-1.571894	-0.523613
0.217035	-1.436355	-0.489797
0.244992	-1.366748	-0.342345
0.001199	-0.368778	-0.025141
-0.309529	0.417898	0.344120
0.049695	1.506935	0.525719
0.091850	1.651893	0.166569
0.022607	1.485495	0.446111
0.279954	2.292038	0.454290
-0.165663	1.041850	0.500974
-0.221311	1.105907	0.454173
0.217157	1.513834	0.515214
0.031807	1.609602	0.346341
-0.030234	1.556158	0.423930
0.141349	1.736749	0.221585
0.071836	1.707897	0.376694
0.047063	1.563162	0.285222
0.120033	1.726028	0.415052
0.243802	1.892047	0.473906
0.422354	2.667711	0.311199
0.816020	3.116900	0.328244
0.591429	2.837637	0.346273
0.652837	2.794043	0.294631
0.428375	2.772119	0.428138
0.450260	2.517976	0.318276
0.537642	-2.239694	-0.279003
0.474124	-2.272653	-0.305984
0.612207	-2.229707	-0.360915
0.183424	-1.567098	-0.431697
0.360224	-1.464686	-0.432653
0.285440	-1.464626	-0.527636
0.177868	-1.585532	-0.440155
0.486502	-1.706899	-0.438259
0.455344	-2.322565	-0.175151
0.344128	-1.373382	-0.456906
0.411903	-1.337353	-0.253652
0.333072	-1.698396	-0.273847
0.073599	-0.599583	-0.046698
-0.115366	-0.591272	-0.134921
0.165042	-1.059898	-0.407829
0.212592	-1.325492	-0.211609
0.207427	-1.426517	-0.435172
0.360229	-1.545582	-0.329216
0.349007	-1.540733	-0.503184
0.479576	-1.494230	-0.387631
0.393919	-1.402756	-0.485496
0.225010	-1.404280	-0.567209
0.226999	-1.236328	-0.553959
0.160975	-1.502428	-0.520262
0.244341	-1.134391	-0.730892
0.123995	-0.595082	-0.317130
0.372443	-1.669978	-0.176088
0.328169	-1.559361	-0.401127
0.460697	-1.457805	-0.315027
0.288800	-1.354337	-0.187651
0.375001	-1.617964	-0.511870
0.589424	-2.302550	-0.171137
0.551369	-2.444184	-0.142965
0.546527	-2.520067	-0.150376
0.547887	-2.443623	-0.155160
0.526056	-2.151242	-0.575734
0.714990	-2.239060	-0.187838
0.143388	-1.749530	-0.665293
0.004225	-0.485130	0.011413
-0.125025	-0.227919	0.070302
0.176928	-1.421544	-0.316802
0.102447	-0.262293	-0.010845
0.023565	0.028178	0.140656
0.282654	-1.207468	-0.385657
0.271294	-1.472885	-0.267123
0.502541	-1.504631	-0.526803
0.481276	-1.361535	-0.256668
0.263115	-1.395886	-0.541832
0.409327	-1.538454	-0.428656
0.144494	-1.403856	-0.438530
0.152990	-0.874687	-0.289679
0.461172	-1.393434	-0.464842
0.350263	-1.659093	-0.627598
0.544188	-1.689233	-0.456234
0.108549	-1.394385	-0.670744
0.238756	-1.411415	-0.274717
0.388599	-1.487151	-0.647803
0.489823	-1.846391	-0.274177
0.691395	-2.199399	-0.387194
0.638780	-2.319785	-0.292002
0.557329	-2.247427	-0.232967
0.445078	-2.271602	-0.402825
0.513259	-1.808885	-0.434856
0.227350	-1.417003	-0.549943
-0.001354	-0.628874	-0.391336
0.456039	-1.705452	-0.536855
0.137418	-1.252834	-0.498066
0.156546	-1.476501	-0.546279
0.229551	-1.492478	-0.752328
0.122559	-1.368609	-0.376691
0.030245	-1.307646	-0.466022
0.181059	-1.379835	-0.763206
0.239655	-1.031418	-0.506095
-0.148798	-0.586394	-0.295936
-0.079086	-0.301326	0.087609
0.071611	-0.732991	-0.330745
-0.116726	-0.492555	-0.200781
-0.027733	-0.628936	-0.153554
-0.186045	0.220910	-0.031695
0.077107	0.338660	0.053610
-0.021221	-0.467787	-0.191091
0.062542	-0.639754	-0.393591
-0.016284	-0.160174	-0.184729
0.015362	-0.496797	-0.173880
-0.137984	-0.737971	-0.234885
-0.111877	-0.577889	-0.200997
0.010781	-0.879456	-0.308553
0.631598	-2.257421	-0.390657
0.619257	-2.346339	-0.097971
0.493082	2.678585	0.489631
0.515706	2.903205	0.224004
0.452087	2.722672	0.031423
0.547468	3.050041	0.359903
0.563157	2.844977	0.469570
0.488645	2.675012	0.310368
0.488354	2.722359	0.193147
0.557956	2.974191	0.259047
0.620883	3.081590	0.135930
0.221646	2.735727	0.298310
0.636506	2.843812	0.379452
0.515883	2.871892	0.340358
0.634478	-3.092484	-0.050796
0.710202	-2.495257	-0.111394
0.729178	-2.313881	-0.204486
0.603807	-2.459698	-0.069300
0.546869	3.046556	0.223488
0.371012	2.557052	0.397958
0.456637	2.431228	0.355028
0.361067	2.717404	0.060406
0.399516	2.594385	0.450175
0.522117	3.114961	0.172355
0.296957	2.442176	0.362856
0.551575	-2.342654	-0.324326
0.568452	-2.016361	-0.544342
0.572471	-2.367382	-0.294908
0.634724	-2.508543	-0.079969
0.661251	-1.792369	-0.291241
0.331448	-1.324361	-0.196732
0.299568	-1.572357	-0.038556
0.589918	-1.638250	-0.690382
0.390610	-1.863153	-0.246095
0.086633	-0.235585	-0.004587
-0.047436	-0.364076	-0.051897
-0.035266	-0.784875	-0.509690
0.122822	-0.616557	-0.128168
0.027639	-0.384781	-0.152388
0.082999	-0.480547	-0.109649
0.021778	-0.426812	-0.111614
-0.115532	-0.518506	-0.278343
0.033228	-0.264283	-0.033793
0.291035	-1.432943	-0.667154
0.120639	-0.268081	-0.155945
-0.037554	-0.395467	-0.013380
-0.147164	-0.166773	0.055987
-0.197090	-0.115300	-0.006304
0.029164	-0.358834	-0.101561
0.214450	0.073505	0.431332
-0.057821	-0.504063	-0.211173
-0.049045	-0.352876	0.243594
-0.110483	0.173322	0.185396
-0.086889	0.769336	0.522330
-0.218831	0.701357	0.552927
0.086621	0.649882	0.540506
-0.122852	1.240112	0.580559
0.189295	1.771672	0.420687
0.062738	1.635457	0.355251
0.373195	-3.057852	0.216960
0.572468	-2.133342	-0.484331
0.480032	-2.450962	-0.177570
0.539808	-2.417648	-0.378930
0.325659	2.862549	0.021820
0.303912	2.725353	0.232855
0.412137	2.860965	0.327829
0.620313	2.901690	0.209202
-0.034078	1.495143	0.456329
-0.144367	1.105156	0.594909
0.004850	1.317542	0.646119
-0.114103	1.314175	0.564232
0.137110	1.604068	0.629481
-0.059348	1.267097	0.515926
-0.024073	1.543194	0.470225
0.594351	2.883785	0.228437
0.046218	1.467010	0.360768
-0.099765	1.587073	0.412393
0.009098	1.549601	0.492329
0.318941	2.786137	0.057163
0.273158	2.545950	0.284918
0.369198	2.966109	0.166161
0.367158	2.610288	0.376188
0.695557	-3.138203	0.071716
0.488601	2.806948	0.093082
0.425051	3.091994	-0.046096
0.390376	2.928008	0.148854
0.510135	-2.267523	-0.224528
0.240318	-2.512775	-0.265838
0.344704	-1.773506	-0.497300
0.532275	-1.834360	-0.495274
0.710129	-2.196527	-0.396516
0.725842	-2.306793	-0.381639
0.498185	-2.680423	0.066111
0.494902	-2.449001	-0.142529
0.542989	-1.933626	-0.522679
0.434489	-2.851102	0.085368
0.624964	-2.711924	0.063296
0.607485	-2.271401	-0.226470
0.639492	-2.490707	-0.149582
0.694027	-2.356341	-0.043975
0.466300	-2.475638	-0.072616
0.487443	-2.483073	-0.165031
0.784665	-2.414904	-0.168920
0.554425	-2.410612	-0.259941
0.367762	-2.554120	-0.367413
0.270369	-2.348470	-0.069686
0.433926	-2.164863	-0.476363
0.440580	-2.554916	-0.260775
0.389283	-2.265179	-0.194828
0.757946	-2.337127	-0.311454
0.424476	-2.345243	-0.203872
0.470801	-2.253454	-0.088973
0.167957	-1.553628	-0.395617
0.456016	-2.030012	-0.289522
0.270727	-1.433163	-0.430206
0.254235	-1.463233	-0.399811
0.016088	-0.375131	-0.167789
-0.121124	-0.494471	-0.187112
0.585287	-1.599111	-0.351244
0.165967	-1.541873	-0.494014
0.576978	-1.503095	-0.475161
0.545497	-1.427575	-0.556526
0.299516	-1.359283	-0.504774
0.269927	-1.526722	-0.525836
0.567462	-2.342982	0.116260
0.709686	-2.148645	-0.171896
0.680387	-2.119250	0.031910
0.486298	-2.229988	-0.318140
0.583078	-2.317700	-0.087010
0.557706	-2.147127	-0.356225
0.604940	-2.621802	0.003683
0.428300	-2.215816	-0.640209
0.610722	-2.455582	-0.279455
0.606113	-2.334802	-0.467329
0.848024	-2.258165	-0.258696
0.617641	-2.788104	0.038587
0.479072	2.865407	0.190970
0.007758	1.385674	0.384463
0.211616	1.805906	0.290402
0.127838	1.386917	0.613122
-0.042441	1.496274	0.526700
0.563818	2.769443	0.350019
0.561820	-2.654182	-0.061029
0.741322	-2.475505	-0.293015
0.564631	-2.243322	-0.356656
0.574603	-2.444119	-0.075442
0.448637	-2.533501	-0.163703
0.625646	-2.478813	-0.226847
0.151762	-1.568758	-0.343854
0.253815	-1.506659	-0.627003
0.219175	-1.402133	-0.469949
0.390317	-1.499374	-0.293931
0.253863	-1.524447	-0.344350
0.097794	-1.238243	-0.651666
0.301972	-1.471328	-0.235352
0.175135	-1.683593	-0.663661
0.250251	-1.604930	-0.451222
0.273160	-1.710784	-0.312616
0.201949	-1.347359	-0.411091
0.083385	-1.208754	-0.227956
0.296706	-0.927440	-0.291044
-0.038368	0.604357	0.427501
-0.113331	0.487142	0.128739
-0.107106	0.773561	0.467499
-0.056699	0.605945	0.360630
-0.065226	0.533102	0.280570
-0.122208	0.146196	-0.072597
0.217835	-0.218135	0.013029
0.226807	-0.692335	-0.096740
0.584799	-1.757196	-0.441223
0.668180	-2.543432	-0.373008
0.566824	-2.632618	-0.168332
0.711157	-2.215868	-0.276940
0.580003	2.834546	0.262695
0.637235	2.715799	0.431545
0.972021	-2.673822	0.041246
0.774342	2.792059	0.179935
0.706010	2.946510	0.041068
0.587085	3.091355	-0.218794
0.492670	2.844969	0.162600
0.468108	2.717186	0.445190
0.618232	-2.069131	-0.589518
0.481123	-1.547603	-0.450173
0.421377	-1.936099	-0.577198
0.374082	-1.601786	-0.462285
0.634392	-2.052036	-0.405129
0.573060	-2.417189	-0.090352
0.473471	-3.039753	0.247434
0.604172	-2.050029	-0.397162
0.628486	-2.484789	-0.134888
0.651500	-2.340672	-0.430620
0.637199	-2.062578	-0.559369
0.040659	-0.466387	-0.191386
-0.043689	-0.676692	-0.601735
0.081505	-0.450653	-0.236729
0.082739	-0.875853	-0.530861
0.426555	-1.641475	-0.620677
0.218527	-1.138286	-0.435899
0.438275	-1.916954	-0.629713
0.414950	2.169612	0.305373
-0.133795	1.390134	0.439238
0.140216	1.598322	0.580814
0.048792	1.310707	0.625273
0.183301	1.641463	0.474476
0.154493	1.286093	0.423804
0.106713	1.533361	0.444143
0.298259	1.860734	0.457631
0.254801	1.753813	0.523655
0.297449	1.732915	0.303665
0.148898	1.531940	0.643906
0.144459	1.683747	0.439097
0.259700	1.796996	0.567782
0.031234	1.249959	0.514687
0.042977	1.527188	0.582486
0.265225	1.285894	0.498668
0.137157	0.321284	0.069099
-0.016907	0.331972	0.243679
-0.098086	0.166312	0.153668
0.298155	-1.398621	-0.379147
0.286841	-1.412212	-0.396448
0.061464	-1.525618	-0.624432
0.304363	-1.570864	-0.692283
0.279925	-1.410809	-0.561443
0.742418	-2.177754	-0.312370
0.542146	-2.166842	-0.272692
0.475440	-2.396910	-0.258094
0.609218	-2.775236	0.313639
0.020052	1.519882	0.367416
-0.053929	1.386264	0.562877
0.358028	2.776754	0.302638
0.584549	2.937707	0.180539
0.706715	3.003492	0.210597
0.439476	2.509084	0.317540
0.409391	2.569601	0.401628
0.368186	2.041145	0.431018
-0.021073	1.420960	0.289622
0.269397	2.016360	0.597779
0.064158	1.503243	0.424057
0.025213	1.520295	0.481744
0.061750	1.552573	0.270938
0.125603	1.410668	0.674584
-0.134532	1.471442	0.424290
-0.093764	1.572217	0.465671
0.032502	1.618512	0.497974
-0.013455	1.615049	0.654380
-0.050815	1.400700	0.595000
0.087172	1.596580	0.617196
0.062296	1.800539	0.649201
-0.204565	1.496225	0.379377
0.591878	2.670677	0.364824
-0.334257	0.537437	0.195655
0.061959	-0.505634	-0.249696
0.155933	-0.470398	0.017422
0.410362	-1.626149	-0.466350
0.789451	-1.683950	-0.448585
0.203907	-1.087602	-0.629682
0.205399	-0.702174	-0.286386
-0.100922	-0.381505	-0.187070
-0.018401	-0.777378	-0.439886
-0.095009	0.808512	0.359456
-0.354169	0.370176	0.098992
-0.161991	0.637468	0.361131
-0.242194	0.191977	0.485118
0.040748	0.333072	0.371563
0.328277	1.676595	0.783599
0.566120	2.565344	0.329782
0.223702	2.611444	0.319226
0.729199	-2.775606	0.014109
0.577219	-2.308667	-0.307529
0.629355	-1.903885	-0.542111
0.405471	-1.361655	-0.256117
0.497133	-1.184997	-0.146316
0.146440	-0.927051	-0.549367
-0.147206	-0.549843	-0.344034
-0.000977	-0.608252	-0.279193
-0.033962	-0.326897	0.138399
-0.042478	-0.285058	-0.093920
0.310986	-1.730752	-0.267728
-0.036161	-0.354986	-0.075046
0.357925	-1.205392	-0.371509
0.385583	-2.130872	-0.502763
0.541064	-2.374843	-0.324455
0.533243	-2.629792	-0.064211
0.502952	-2.348243	-0.275572
0.273853	-1.381678	-0.375190
0.261915	-1.495145	-0.513115
0.342664	-1.375946	-0.386411
0.377422	-1.370305	-0.434826
0.566815	-1.592079	-0.559350
0.340858	-1.388043	-0.476620
0.685742	-1.845131	-0.219126
0.594080	-2.444344	-0.166607
0.525372	-2.410314	-0.224704
0.610523	-2.324738	-0.192220
0.558057	-2.245579	-0.204451
0.628095	-2.289289	-0.180116
0.506179	-2.261727	-0.312204
0.553201	-2.381088	-0.528360
0.551348	-2.377878	-0.153421
0.260621	-1.450552	-0.611265
0.113809	-1.384821	-0.637974
0.295821	-1.292896	-0.317079
0.311646	-1.566257	-0.587686
0.307211	-1.376208	-0.306834
0.591670	-2.133632	-0.219123
0.453145	-1.396309	-0.470607
0.512807	-1.198577	-0.361458
0.414519	-1.559415	-0.210890
0.349673	-1.619863	-0.301476
0.413802	-1.573765	-0.605764
0.244013	-1.313540	-0.594131
0.190716	-1.426274	-0.522468
0.256593	-1.482265	-0.417120
-0.036683	-0.878628	-0.556983
0.106538	-0.298847	-0.074484
-0.006065	-0.159745	0.089991
-0.088137	-0.420553	-0.149950
-0.030252	-0.412395	0.004807
0.067417	-0.341247	-0.130144
-0.116860	-0.347499	-0.194527
0.152825	-0.302099	0.086762
0.165921	0.315166	0.141709
-0.065282	-0.461846	-0.141878
0.064602	-0.349143	0.018740
-0.019125	-0.527927	-0.379243
-0.105318	-0.461284	-0.292121
0.129469	-0.870869	-0.581563
-0.155919	-0.588918	-0.140893
-0.300712	-0.413119	0.045611
-0.049054	-0.552112	-0.415315
0.134247	-0.462523	-0.219866
0.034327	-0.129821	0.165518
-0.077437	-0.221858	0.004658
0.143669	-0.586966	-0.188445
0.136668	-0.260366	-0.154940
-0.027424	-0.053859	0.151030
-0.169965	-0.283632	0.072899
0.048456	0.833735	0.855295
-0.027068	0.659670	0.195028
0.122252	0.684625	0.304703
-0.046199	0.671577	0.347052
-0.051971	0.588914	0.427031
-0.128763	0.577545	0.318900
-0.102960	0.807569	0.488432
-0.036732	0.656362	0.454260
0.016820	-0.542239	-0.097112
0.146536	0.587776	0.387035
0.060992	0.709808	0.641175
0.258930	1.868303	0.569906
0.060004	1.594613	0.611960
0.330626	1.898557	0.511998
0.037380	1.645542	0.416448
0.289027	1.905538	0.528323
0.207216	1.646685	0.439750
0.319669	1.761976	0.563865
0.432430	2.503507	0.184539
0.484512	3.072610	-0.030388
0.622119	2.868515	0.273385
0.474190	2.667586	0.400630
0.664728	2.895466	0.351080
0.513163	2.675373	0.288796
0.580121	2.897850	0.351658
0.464875	2.838703	0.235052
0.517337	2.793605	0.104030
0.441026	2.621436	0.241972
0.589169	-2.300288	-0.164853
0.564712	-2.553542	0.169693
1.003767	-2.793930	0.188403
0.581627	-2.302547	-0.565223
0.442506	-1.489038	-0.389146
0.669861	-2.342382	-0.293241
0.866401	-2.579410	-0.335683
0.417219	-2.190797	-0.352131
0.588300	-2.459089	-0.160734
0.698519	-2.266884	-0.376909
0.676257	-2.384509	-0.349933
0.698205	-2.222603	-0.509273
0.260216	-2.634479	-0.202912
0.427093	-2.221710	-0.465418
0.646950	-2.313348	-0.319051
0.525519	-2.347765	-0.245383
0.556929	-2.478652	-0.125597
0.504451	-2.082855	-0.378455
0.580240	2.918583	0.312903
0.321554	2.785987	0.143936
0.749385	2.468110	0.546503
0.492846	2.834172	0.276668
0.433662	2.721380	0.303604
0.662668	2.628030	0.224798
0.506170	2.809985	0.282424
0.504617	2.877517	0.253502
0.579200	2.943929	0.282934
0.596465	2.660109	0.327284
