#Frame             a1           a2
    1940      71.0255      54.5881
    1941      72.4326      82.3158
    1942      85.2366      64.3606
    1943      69.9034      52.5916
    1944      73.7121      49.4401
    1945      70.4476      53.7866
    1946      61.1314      54.1662
    1947      66.7721      42.6743
    1948      70.2495      48.5566
    1949      70.1102      54.8788
    1950      69.2364      40.3702
    1951      62.2502      44.6557
    1952      71.9912      52.2581
    1953      69.9558      40.9387
    1954      65.2565      44.7854
    1955      42.8624      68.0632
    1956      66.1456      40.7932
    1957      67.3152      47.3793
    1958      63.8170      44.1376
    1959      69.0472      47.5513
    1960      50.8013      93.6866
    1961      60.7739      84.7292
    1962      80.0907      68.1214
    1963      56.1520      89.5436
    1964      66.2462      92.6930
    1965      57.4525      84.2835
    1966      60.9042      94.7118
    1967      73.2193      59.8619
    1968      71.0815      73.3180
    1969      62.0141      73.7189
    1970      65.0550      87.8629
    1971      49.8338     102.0202
    1972      65.8485     106.2722
    1973      66.4855      97.4981
    1974      63.0394      99.1803
    1975      66.5298      91.1279
    1976      65.3704      44.6589
    1977      65.9811      36.6034
    1978      69.7059      47.4579
    1979      71.0843      51.1410
    1980      65.6611      47.3112
    1981      79.3213      52.2134
    1982      67.9584      51.9454
    1983      76.4343      45.7029
    1984      76.3910      51.2292
    1985      72.5249      46.6294
    1986      70.6643      46.6465
    1987      71.3793      52.2201
    1988      71.5157      68.7738
    1989      70.9856      80.2677
    1990      64.1012      48.1165
    1991      65.7725      47.2582
    1992      80.4433      74.9054
    1993      69.0074      80.0000
    1994      85.1636      55.1250
    1995      77.4253      75.7516
    1996      65.7669      97.6866
    1997      48.5344     107.9725
    1998      58.0147     104.7800
    1999      48.3970     102.2876
    2000      65.5524      82.3208
    2001      52.0339     113.1218
    2002      60.7864     102.6644
    2003      49.5529     102.8945
    2004      81.8004      66.0063
    2005      76.2402      71.1701
    2006      62.8223     105.8729
    2007      55.8984      94.1382
    2008      58.0708      94.3477
    2009      81.1292      56.0795
    2010      69.4603      47.8577
    2011      73.6677      53.5485
    2012      67.8441      38.2979
    2013      76.5404      86.8182
    2014      74.4392      66.6249
    2015      71.6457      66.1054
    2016      76.0732      57.1703
    2017      63.8257      51.7061
    2018      45.0401      81.8985
    2019      42.8205      72.8514
    2020      59.9311      66.0872
    2021      50.8716      56.5025
    2022      57.2676      56.2660
    2023      52.7050      61.8437
    2024      64.0901      42.5023
    2025      45.8334      79.9187
    2026      41.0977      79.0405
    2027      29.5566      82.7689
    2028      31.1957      71.0093
    2029      46.4524      80.7902
    2030      39.0836      74.1592
    2031      40.9089      68.3245
    2032      41.3220      73.5019
    2033      40.6912      84.2738
    2034      30.3172      74.8409
    2035      55.0962      55.6665
    2036      57.8899      55.3796
    2037      52.3399      59.1887
    2038      56.3258      53.2322
    2039      51.4528     109.9844
    2040      50.3552      98.6565
    2041      63.2957     101.4741
    2042      41.7847      99.5477
    2043      44.3618     101.0533
    2044      66.7778      99.9884
    2045      42.7352     105.0989
    2046      48.2404      67.0568
    2047      42.7611      73.5409
    2048      53.5438      90.4085
    2049      42.9687      81.8056
    2050      47.3632      91.5980
    2051      37.0756      75.3228
    2052      42.1934      88.4956
    2053      35.7472     102.2575
    2054      36.7003      78.3734
    2055      40.0331      99.3973
    2056      68.1191      89.1305
    2057      56.1309      95.8661
    2058      73.6753      69.7126
    2059      67.3239      73.6844
    2060      52.0883      99.8404
    2061      67.5359     100.1540
    2062      78.0464      81.8584
    2063      56.2462     102.4347
    2064      64.7704     105.8575
    2065      68.2816      87.3348
    2066      74.5457      70.7820
    2067      70.7293      77.2949
    2068      71.6690      75.4489
    2069      80.8407      58.6803
    2070      77.3367      75.5324
    2071      71.3978      53.4325
    2072      73.3078      52.7493
    2073      72.2101      89.7995
    2074      77.1067      79.8465
    2075      87.5494      85.1700
    2076      81.4903      66.6060
    2077      80.5155      68.2331
    2078      88.9987      62.0599
    2079      84.6480      73.3258
    2080      83.3363      71.5876
    2081      78.0645      61.8285
    2082      74.9847      91.6285
    2083      63.2308     113.4800
    2084      70.3663     108.2706
    2085      77.5972      87.4958
    2086      76.8402      84.0925
    2087      78.7085      72.7775
    2088      80.1126      84.9175
    2089      73.3516      87.3608
    2090      74.9845      84.2337
    2091      71.6881      92.1475
    2092      71.9920      96.6232
    2093      85.3371      87.7960
    2094      81.3104      63.4718
    2095      76.1855      63.9609
    2096      89.3046      67.1966
    2097      83.7667      66.5126
    2098      94.8939      44.0467
    2099      85.4956      71.3987
    2100      86.0101      69.3465
    2101      87.2046      67.6643
    2102      79.6947      83.6747
    2103      83.6889      75.3133
    2104      81.5343      69.7357
    2105      84.9651      64.3793
    2106      91.6605      92.4947
    2107      64.5072     101.0355
    2108      75.4735     104.5591
    2109      76.4500      87.0431
    2110      74.8886      81.8777
    2111      71.0767      88.6627
    2112      61.0180      98.4944
    2113      71.7919     100.4644
    2114      83.0045      87.7118
    2115      67.6989      99.2248
    2116      73.8925      90.1525
    2117      78.4475      95.6562
    2118      72.5754      93.8693
    2119      71.6051      94.3907
    2120      74.4902      86.8960
    2121      74.3353      92.5045
    2122      72.2092      89.2681
    2123      74.3491      78.2319
    2124      80.5653      72.7937
    2125      88.0251      53.1614
    2126      86.7964      83.6945
    2127      94.3782      80.1310
    2128      88.0358      76.9803
    2129      85.8611      78.0619
    2130      80.3049      69.8848
    2131      84.9742      93.9680
    2132      89.0517      82.2338
    2133      83.4758      71.3459
    2134      86.3461      75.2744
    2135      82.1340      75.8965
    2136      88.0231      81.5800
    2137      82.1658      73.0937
    2138      81.4763      68.2837
    2139      86.7754      71.5650
    2140      81.8200      76.5497
    2141      87.9458      72.1639
    2142      82.9741      83.8203
    2143      86.6492      59.6074
    2144      76.9532      48.7423
    2145      77.7248      48.4087
    2146      78.4548      53.3355
    2147      94.6161      65.0605
    2148      71.5121      55.5127
    2149      81.5076      61.0605
    2150      83.7319      60.1882
    2151      77.7542      59.2961
    2152      81.0326      49.6626
    2153      78.7180      57.7530
    2154      81.4915      87.9746
    2155      86.5476      78.3497
    2156      82.2133      57.8023
    2157      87.5295      70.2212
    2158      84.4510      67.6139
    2159      84.8059      68.5345
    2160      79.5077      55.8440
    2161      73.1417      42.3404
    2162      82.5721      62.3125
    2163      90.3636      58.2129
    2164      73.6642      47.2700
    2165      70.6198      44.9875
    2166      94.8601      84.7401
    2167      76.8645      36.7306
    2168      74.0597      53.5645
    2169      59.7496      56.0152
    2170      72.8684      39.4575
    2171      74.9469      51.5733
    2172      77.3544      52.5995
    2173      79.9572      53.5431
    2174      85.2335      64.9472
    2175      81.9836      50.7712
    2176      82.1846      47.8506
    2177      81.1788      49.0340
    2178      82.6436      68.8939
    2179      72.3466      37.4244
    2180      86.2388      69.0247
    2181      85.8503      77.3899
    2182      94.1947      60.8976
    2183      82.2979      72.5724
    2184      81.1529      71.2007
    2185      82.9066      70.2712
    2186      89.1496      66.2742
    2187      91.3797      74.8249
    2188      82.2345      69.7041
    2189      80.1667      77.5439
    2190      88.6493      71.8147
    2191      86.3813      75.3602
    2192      72.2595      97.9415
    2193      84.1552      61.2753
    2194      80.5974      57.0077
    2195      74.1026      45.8806
    2196      74.6148      43.6506
    2197      81.1039      66.3085
    2198      70.1787      54.8350
    2199      71.7659      49.7214
    2200      79.2371      48.3451
    2201      67.8687      40.0491
    2202      78.5778      46.3781
    2203      73.3401      52.3972
    2204      70.5469      49.3549
    2205      74.8861      49.0944
    2206      82.8817      53.5631
    2207      76.0287      55.5404
    2208      79.0802      49.0352
    2209      70.5229      49.5189
    2210      75.6395      55.6060
    2211      75.7511      62.1920
    2212      73.1620      53.3705
    2213      69.6204      49.9407
    2214      64.6555      48.0687
    2215      68.9299      41.1630
    2216      74.6845      67.6381
    2217      82.0260      59.3363
    2218      75.4602      79.9566
    2219      68.4941      88.3161
    2220      82.3394      67.8848
    2221      76.8004      67.2772
    2222      68.2352      72.7308
    2223      79.1693      77.1845
    2224      67.7549      69.7268
    2225      78.0682      89.6315
    2226      72.4120      77.9128
    2227      57.5181      99.0397
    2228      60.3373     100.7714
    2229      59.4002     102.4362
    2230      55.1942      95.1852
    2231      58.8535     102.3140
    2232      66.5542      94.9735
    2233      61.8820      97.7660
    2234      54.9920      98.8035
    2235      69.8891      98.3295
    2236      71.0657      69.6216
    2237      70.4456      67.2005
    2238      74.8198      61.8754
    2239      66.6022      49.5831
    2240      69.0613      46.3241
    2241      72.4306      48.5704
    2242      72.1828      51.7391
    2243      79.1356      48.6905
    2244      79.2454      61.8038
    2245      72.5987      49.8030
    2246      75.0105      68.0259
    2247      80.2718      52.6220
    2248      73.2005      47.4439
    2249      67.5250      52.9342
    2250      73.7181      50.6872
    2251      74.5090      46.2482
    2252      77.3483      51.4001
    2253      75.9423      51.0914
    2254      76.5242      47.2519
    2255      68.3606      42.4336
    2256      54.7633      42.2443
    2257      74.7486      49.7346
    2258      66.5554      58.8016
    2259      63.8942      40.3184
    2260      70.9224      47.3855
    2261      67.7018      53.1757
    2262      74.5563      44.1357
    2263      71.7092      49.9231
    2264      71.3115      50.2786
    2265      74.5006      46.3651
    2266      69.2838      53.5107
    2267      70.4694      52.2789
    2268      70.5970      95.5318
    2269      53.8114      98.6667
    2270      58.3799      96.9521
    2271      65.6360     102.1962
    2272      61.7474      92.6421
    2273      58.3461     108.7248
    2274      64.0632     104.8175
    2275      63.8326     109.5832
    2276      57.9163     107.4632
    2277      56.8593     105.5395
    2278      64.2783     105.6190
    2279      61.2320      87.4628
    2280      74.5300      79.1336
    2281      59.4157     105.2672
    2282      65.6087      86.8511
    2283      58.5237      98.7160
    2284      81.0380      51.2164
    2285      71.3841      71.9084
    2286      77.2933      43.0253
    2287      66.2482      48.4973
    2288      74.8385      56.8020
    2289      82.8791      63.2331
    2290      68.8470      63.8635
    2291      68.6983      69.4544
    2292      68.9705      65.1139
    2293      70.8351      73.7912
    2294      77.8257      58.5795
    2295      75.6515      65.9849
    2296      75.2358      51.1435
    2297      74.7987      66.0807
    2298      75.8886      76.8054
    2299      68.9587      79.4409
    2300      76.9282      51.9546
    2301      70.7739      68.9221
    2302      69.5361      91.8178
    2303      84.9800      67.1017
    2304      76.6664      51.4358
    2305      75.6044      61.2925
    2306      79.1272      61.7346
    2307      38.0695      85.1612
    2308      37.6979      71.9352
    2309      42.0875      76.3461
    2310      32.5059      76.7939
    2311      34.7124      78.2354
    2312      42.2750      71.3577
    2313      37.0928     106.9144
    2314      35.3564      75.2976
    2315      43.7186      70.0895
    2316      47.8728      54.6437
    2317      52.2165      59.5802
    2318      40.9324      81.0200
    2319      39.4307      95.0037
    2320      42.9962      79.5672
    2321      43.7385      79.5769
    2322      37.6808      81.4312
    2323      43.2614      79.8285
    2324      43.2038      85.8776
    2325      35.8663      80.1191
    2326      36.8399      94.5793
    2327      58.1158      69.2925
    2328      55.0148      53.1924
    2329      30.1304      78.4214
    2330      41.4005      78.4381
    2331      38.0603      54.6246
    2332      44.6524      74.3435
    2333      29.5419      82.4208
    2334      42.0017      73.1418
    2335      41.8013      73.7296
    2336      36.4389      73.2421
    2337      42.7713      83.3279
    2338      40.7602      85.2773
    2339      43.4690      71.3898
    2340      42.4543      79.9463
    2341      42.9588      89.5216
    2342      43.9723      70.4055
    2343      36.2280      77.2046
    2344      38.7940      72.2004
    2345      31.8698      99.9511
    2346      44.2592      93.4912
    2347      27.3427     104.1756
    2348      29.2214      82.4154
    2349      43.7980      93.3311
    2350      29.8913      87.7568
    2351      38.5228      90.4560
    2352      35.7751      70.4911
    2353      40.5981      73.3704
    2354      40.2537      80.1938
    2355      40.1919      65.7113
    2356      41.1450      82.5792
    2357      43.4972      79.6918
    2358      39.9260      77.9766
    2359      41.7191      84.1316
    2360      42.6513      96.6156
    2361      51.0200      98.5530
    2362      58.3454      95.9280
    2363      61.8182      95.9527
    2364      64.0663      97.7491
    2365      67.1377      91.3790
    2366      59.6003      89.2433
    2367      72.0254      92.1451
    2368      60.6782      96.5438
    2369      55.6479     102.7908
    2370      52.5639     106.3550
    2371      56.2763     101.6966
    2372      51.7192     100.9094
    2373      60.5829     103.7711
    2374      67.1876      86.1072
    2375      37.2019      95.5515
    2376      25.9635      93.5489
    2377      49.3080     101.5379
    2378      46.0638      94.1188
    2379      40.2244      89.9175
    2380      34.3411     106.7139
    2381      40.0201     100.2126
    2382      34.9850      88.0974
    2383      36.7399      99.0686
    2384      32.0520      81.9410
    2385      42.4407      99.9708
    2386      46.7125      90.8007
    2387      44.7885     106.1428
    2388      47.8731      95.2308
    2389      55.6643     114.7262
    2390      43.1575      79.5858
    2391      35.1324      95.8960
    2392      41.1213      84.6752
    2393      35.9427      95.4969
    2394      47.8201      95.4351
    2395      41.0622      93.5272
    2396      38.6940     102.2557
    2397      37.5178      95.2780
    2398      51.8331      88.4695
    2399      33.6723      99.3361
    2400      45.1501      85.6769
    2401      45.6325     100.9156
    2402      48.5678     105.4193
    2403      57.1332      99.5873
    2404      66.0745      98.9500
    2405      60.9553     105.3525
    2406      58.7043      96.8586
    2407      63.8271      98.9439
    2408      38.3658      99.8172
    2409      43.8360     107.1517
    2410      33.8348      74.5989
    2411      39.3920      75.5278
    2412      35.3118      65.2848
    2413      49.0032      67.7382
    2414      42.2537      70.0585
    2415      45.5446      65.8046
    2416      46.0526      78.5738
    2417      35.8452      69.7403
    2418      37.6652      80.7143
    2419      54.4223      46.5734
    2420      47.4575      61.9876
    2421      51.3082      53.5376
    2422      52.6742      57.1341
    2423      53.0462      64.1210
    2424      46.1230      60.4979
    2425      55.3280      58.8662
    2426      58.8368      65.8236
    2427      55.2993      56.5036
    2428      43.4004      53.7139
    2429      55.1997      53.3547
    2430      50.3238      57.2236
    2431      59.0274      59.4440
    2432      54.1620      52.5843
    2433      53.3846      57.6070
    2434      55.2510      44.4559
    2435      62.5375      65.8769
    2436      61.1022      50.1320
    2437      55.4112      56.5680
    2438      50.6243      46.2396
    2439      57.7057      61.5103
    2440      55.5037      60.2931
    2441      57.3703      57.6597
    2442      56.9897      57.4288
    2443      53.0911      49.5224
    2444      58.4745      61.8046
    2445      58.3200      53.2118
    2446      61.9728      63.8182
    2447      48.4996      46.7572
    2448      43.6481      92.7929
    2449      57.2411      62.7607
    2450      54.3394      53.2413
    2451      51.4856      52.6632
    2452      51.1526      50.8545
    2453      66.3630      44.7664
    2454      57.4657      56.7619
    2455      65.1413      52.2795
    2456      58.1144      60.5144
    2457      56.5701      53.2080
    2458      55.4429      63.2476
    2459      58.0351      63.2316
    2460      55.4643      49.2151
    2461      55.6470      47.8051
    2462      57.0740      57.1051
    2463      53.5103      49.8289
    2464      52.1398      45.4746
    2465      69.5727      59.4883
    2466      77.8702      56.6847
    2467      65.3480      44.2126
    2468      70.1036      40.8548
    2469      81.3222      52.3831
    2470      73.6704      55.1080
    2471      65.0596      54.7548
    2472      61.0433      39.3264
    2473      62.1368      48.4928
    2474      78.9928      50.6628
    2475      65.1271      46.8693
    2476      66.9003      43.4817
    2477      79.3257      43.3711
    2478      65.2865      42.7631
    2479      68.7156      55.9874
    2480      79.1147      61.8067
    2481      64.0119      91.2390
    2482      61.1885     102.1330
    2483      57.2437     108.4969
    2484      56.0008     101.2222
    2485      60.4622     102.7370
    2486      61.6866      89.3607
    2487      71.9152      86.9976
    2488      65.0859      89.8657
    2489      61.3537      94.1668
    2490      53.4161      94.1781
    2491      67.7061      84.5219
    2492      68.7974      79.3462
    2493      77.4203      61.6684
    2494      78.1996      51.3573
    2495      78.6615      71.7023
    2496      82.3822      64.8792
    2497      71.6238      71.4812
    2498      73.1506      71.9072
    2499      79.8245      76.7160
    2500      69.3917      77.3237
    2501      71.3273      80.2477
    2502      78.7782      59.0334
    2503      75.1512      74.3296
    2504      75.0015      80.7269
    2505      71.7561      82.2437
    2506      73.0799      73.2690
    2507      78.7692      71.9509
    2508      73.5895      70.5475
    2509      74.4107      71.2342
    2510      87.0967      76.1396
    2511      74.1954      90.1848
    2512      62.8672      55.9733
    2513      77.3111      59.6119
    2514      70.0220      57.6981
    2515      76.0950      56.9417
    2516      61.7290      61.4940
    2517      61.1428      63.4257
    2518      65.6540      58.0881
    2519      65.4516      48.3790
    2520      73.0953      62.6746
    2521      69.3903      56.4496
    2522      80.0757      53.6894
    2523      74.1585      70.9219
    2524      72.2685      55.3656
    2525      74.4707      54.3468
    2526      66.8924      64.5170
    2527      73.2583      55.6697
    2528      70.9468      56.9730
    2529      71.1718      61.0378
    2530      67.6661      57.7099
    2531      63.8803      54.1275
    2532      80.7944      57.1109
    2533      76.0398      70.8495
    2534      64.0677      77.8375
    2535      74.5164      69.5428
    2536      78.7797      63.7076
    2537      72.2300      71.0366
    2538      77.8168      70.5139
    2539      80.0783      64.4515
    2540      58.6768      53.1122
    2541      74.6004      67.9690
    2542      80.5788      63.3438
    2543      68.7677      56.5609
    2544      45.6277      60.5426
    2545      36.6275      93.5628
    2546      52.0900      99.9464
    2547      52.4575      90.6112
    2548      57.7734     102.0704
    2549      46.7464      93.7517
    2550      61.4939      99.1265
    2551      65.6436      97.1933
    2552      54.3265      99.8838
    2553      57.4413      97.0289
    2554      67.1262      98.0754
    2555      48.1789      99.6981
    2556      73.4490      73.7612
    2557      75.8536      72.4590
    2558      79.4277      63.7554
    2559      58.9187      44.1580
    2560      65.6547      52.7142
    2561      69.2328      52.1149
    2562      74.2268      56.4139
    2563      70.2800      59.7114
    2564      80.2563      61.3032
    2565      74.5865      68.6637
    2566      78.1186      74.4953
    2567      69.2120      83.0771
    2568      70.3505      91.4033
    2569      79.1701      74.2278
    2570      79.0521      63.2695
    2571      72.1766      66.9481
    2572      68.9222      35.7442
    2573      62.5218      56.2449
    2574      72.2834      51.7180
    2575      72.1701      54.2305
    2576      71.9599      49.2353
    2577      67.2113      53.9738
    2578      69.6993      46.1763
    2579      82.7849      80.7125
    2580      80.8908      71.2754
    2581      66.5814      59.9658
    2582      73.8300      60.2047
    2583      77.8597      80.4165
    2584      71.9616      66.4179
    2585      74.9895      67.7512
    2586      70.9870      61.1047
    2587      81.2643      72.5358
    2588      77.9998      62.1829
    2589      83.4234      67.1328
    2590      78.4722      69.4967
    2591      71.1860      74.5809
    2592      70.5536      67.1937
    2593      69.6827      49.2644
    2594      65.2291      51.0905
    2595      62.6028      37.2832
    2596      76.9165      62.7407
    2597      67.8503      55.8477
    2598      72.4026      60.6874
    2599      64.9746      69.5772
    2600      61.0371      52.8700
    2601      58.0163      49.3318
    2602      51.3779      55.5135
    2603      49.4431      55.5222
    2604      48.5721      59.2399
    2605      48.4493      51.1707
    2606      50.4833      60.1103
    2607      62.0778      60.7712
    2608      69.7154      69.9696
    2609      68.0126      78.5973
    2610      76.9978      83.2495
    2611      71.7497      81.0005
    2612      77.6836      68.0497
    2613      77.8387      71.6517
    2614      71.5370      53.2593
    2615      64.5477      48.8776
    2616      70.5322      51.8621
    2617      73.2512      57.3859
    2618      85.1095      64.8542
    2619      69.5493      66.8402
    2620      66.4639      73.7383
    2621      75.1154      66.6171
    2622      73.8500      66.8306
    2623      59.1102      43.3535
    2624      71.4819      43.2733
    2625      66.8831      38.6893
    2626      68.7413      45.9357
    2627      70.4292      41.5848
    2628      86.1235      59.2003
    2629      76.0054      63.7625
    2630      80.0134      78.9925
    2631      75.5258      74.4141
    2632      73.9047      77.1333
    2633      65.9842      67.4336
    2634      76.6882      81.0559
    2635      78.1651      78.1555
    2636      77.8886      75.0354
    2637      68.2697      81.4397
    2638      51.9071      96.2354
    2639      60.8816      98.5501
    2640      58.0419     104.7169
    2641      51.8376     107.9854
    2642      48.0076      90.9671
    2643      37.5794      70.5415
    2644      32.9976      84.9445
    2645      37.6349      80.7564
    2646      37.1131      74.7385
    2647      42.0941      77.3446
    2648      34.1125      73.3298
    2649      42.4283      76.6420
    2650      41.5614      92.0290
    2651      37.3951      77.8518
    2652      44.6440      83.6841
    2653      39.4973      78.6101
    2654      40.3829      76.5815
    2655      28.8025      86.6727
    2656      43.2715      63.7530
    2657      39.5631      69.8573
    2658      38.2633      70.7110
    2659      33.9145      71.4811
    2660      35.4001      82.9187
    2661      41.6006      69.5478
    2662      39.9687      86.2090
    2663      41.5126      73.7775
    2664      36.8693      72.2549
    2665      45.4364      74.2015
    2666      55.6977      60.2003
    2667      52.8432      52.7518
    2668      61.0610      62.3052
    2669      53.0822      61.9584
    2670      54.2424      57.4292
    2671      57.5333      53.9762
    2672      46.8498      67.2139
    2673      58.3208      53.0362
    2674      62.7223      51.1651
    2675      73.9339      48.2686
    2676      71.0600      56.9048
    2677      68.6466      42.2204
    2678      72.0279      57.2270
    2679      68.2140      47.9272
    2680      65.0320      40.1799
    2681      60.9258      57.8542
    2682      45.3090      67.5026
    2683      57.5004      56.2569
    2684      47.2192      65.7957
    2685      66.8505      44.1314
    2686      66.2828      82.6671
    2687      61.0177      92.1768
    2688      51.3818     104.0631
    2689      52.3646      94.4935
    2690      65.3983      91.2635
    2691      65.2531      86.8812
    2692      59.8850      95.0694
    2693      59.8020     104.0735
    2694      53.7638     105.3820
    2695      63.5567     102.6593
    2696      43.8263      98.3741
    2697      58.1200     106.7007
    2698      59.6780      98.5028
    2699      57.7471      99.8038
    2700      48.5789     101.8217
    2701      69.6658      86.8280
    2702      64.0366      93.0484
    2703      55.9410      93.0283
    2704      54.6296      94.1023
    2705      61.2719      95.1662
    2706      60.4480      97.1067
    2707      73.7652      63.5064
    2708      78.6693      54.0468
    2709      79.4434      64.0953
    2710      72.6114      68.3092
    2711      80.1365      72.0706
    2712      81.3740      66.0656
    2713      72.3489      81.7330
    2714      70.0480      64.0415
    2715      81.9007      62.3451
    2716      75.5770      60.9090
    2717      79.1036      75.7720
    2718      64.5385      71.0225
    2719      73.3136      75.6817
    2720      82.0927      66.0613
    2721      64.0989      73.4410
    2722      73.9943      77.1377
    2723      76.0286      63.7830
    2724      71.7548      76.5617
    2725      71.1358      71.7577
    2726      65.2424      40.9498
    2727      66.0890      58.1610
    2728      57.7021      53.5155
    2729      57.9998      59.6420
    2730      54.1042      52.0624
    2731      51.6106      54.5943
    2732      62.9813      55.6732
    2733      57.9991      56.7369
    2734      46.6745      66.7044
    2735      45.1543      74.5864
    2736      46.5793      83.8461
    2737      45.6208      70.3763
    2738      57.1361      50.0809
    2739      57.5217      53.4082
    2740      54.1185      60.8288
    2741      53.3920      52.2232
    2742      70.7332      45.6377
    2743      50.5230      66.9312
    2744      64.0898      56.1343
    2745      53.7092      50.0006
    2746      72.6285      55.6666
    2747      72.0922      47.0208
    2748      72.5363      53.0245
    2749      72.1449      62.3246
    2750      68.3858      46.6542
    2751      69.6490      57.9882
    2752      59.4420      38.6749
    2753      67.8677      42.4948
    2754      69.0451      56.9109
    2755      81.2592      53.0960
    2756      69.3291      52.2038
    2757      68.7887      42.3252
    2758      67.8668      41.4893
    2759      72.2555      50.1470
    2760      71.5740      52.2634
    2761      73.3378      56.6736
    2762      69.5199      41.2302
    2763      66.5557      43.8606
    2764      69.3532      46.7798
    2765      62.4497      49.9629
    2766      64.5505      38.2612
    2767      69.5107      44.5409
    2768      67.5017      55.7829
    2769      59.9385      40.8888
    2770      64.5055      44.2712
    2771      69.7956      46.4820
    2772      65.4651      59.9166
    2773      66.5327      34.3841
    2774      77.6314      47.0291
    2775      69.0075      41.4539
    2776      74.4987      43.1129
    2777      68.0044      50.0699
    2778      65.3458      44.7649
    2779      73.0744      47.6387
    2780      77.2275      58.2180
    2781      72.8955      71.0110
    2782      68.3905      78.6998
    2783      64.0738      96.0176
    2784      66.1719      85.9739
    2785      53.3485      89.0297
    2786      38.1257     102.7748
    2787      46.0293      89.3563
    2788      46.4098      96.9800
    2789      48.8924     110.7044
    2790      63.6400      94.5240
    2791      42.6932      86.6144
    2792      33.1737     101.9535
    2793      67.9675      98.5456
    2794      78.6538      64.5410
    2795      70.1186      67.3677
    2796      80.0727      60.5150
    2797      78.7369      67.1296
    2798      60.6980     106.8570
    2799      56.1491      97.8366
    2800      71.0028      90.9674
    2801      65.0199      54.7053
    2802      78.4929      72.4454
    2803      63.0749      45.4526
    2804      68.9194      57.4260
    2805      79.4575      71.0910
    2806      71.0363      71.8958
    2807      69.2956      83.1224
    2808      55.8576      96.1439
    2809      59.7518      95.7067
    2810      38.8995     103.9088
    2811      43.3794     100.3034
    2812      41.6246      87.9298
    2813      43.8168      83.2789
    2814      37.7481      77.3537
    2815      41.8654      72.5012
    2816      47.4390      76.4376
    2817      56.7322      58.2485
    2818      55.5778      54.3280
    2819      51.3911      39.9813
    2820      53.0901      63.3802
    2821      53.6324      50.1758
    2822      52.5076      62.0645
    2823      52.9718      50.5515
    2824      59.6816      59.7543
    2825      56.3829      55.0516
    2826      53.3658      52.9827
    2827      49.5535      59.4602
    2828      54.1895      51.4587
    2829      52.0409      59.8919
    2830      59.9967      58.9970
    2831      55.6054      58.2003
    2832      57.2976      56.9605
    2833      61.3831      65.1508
    2834      61.0181      59.0171
    2835      46.2580      53.7978
    2836      68.6964      60.2556
    2837      68.0461      48.3969
    2838      68.2346      45.2514
    2839      65.8506      42.7865
    2840      67.7452      44.0154
    2841      65.3310      55.7596
    2842      70.3933      48.8370
    2843      72.6083      47.6435
    2844      62.5764      44.0595
    2845      55.8722      54.3797
    2846      58.2258      64.5700
    2847      52.4800      58.8969
    2848      59.4300      53.1567
    2849      48.5477      72.4497
    2850      55.6740      59.2801
    2851      56.3828      51.0215
    2852      58.5124      60.7785
    2853      58.0551      61.5241
    2854      56.3960      64.8558
    2855      61.5695      64.4489
    2856      39.7242      86.8080
    2857      49.2356      93.3489
    2858      45.2477      87.6277
    2859      50.3087     100.6575
    2860      48.2418      90.4643
    2861      43.2905      94.3283
    2862      40.8200     102.4851
    2863      47.6328     108.2331
    2864      54.4364      97.5249
    2865      39.6754     104.7504
    2866      35.9368     115.5037
    2867      41.2040      96.3258
    2868      55.1648      97.3881
    2869      69.4079      85.9468
    2870      63.2914      87.0599
    2871      56.2268     117.3369
    2872      61.6484      94.1519
    2873      37.8460     110.8271
    2874      33.7234     116.1475
    2875      40.9590     105.4800
    2876      39.8619     102.8288
    2877      41.9821     104.1739
    2878      51.3845     103.1836
    2879      45.9808     100.5237
    2880      47.4280     105.8980
    2881      58.0540     100.2678
    2882      63.0730      92.4862
    2883      77.6134      80.3425
    2884      74.7519      80.8828
    2885      72.9513      81.3304
    2886      65.9515      91.0971
    2887      59.5788      99.6057
    2888      56.2098      94.6545
    2889      62.5058      86.8026
    2890      56.2197      93.6924
    2891      63.2009      98.4634
    2892      63.1648      84.6115
    2893      59.7805      92.3721
    2894      66.2995      87.9662
    2895      62.5128     100.6959
    2896      63.2673      79.7156
    2897      57.6599      91.3182
    2898      57.3061      92.2981
    2899      66.6618      85.5208
    2900      50.8019      84.3033
    2901      45.4046     106.7695
    2902      55.7161      98.5700
    2903      52.7793     100.1559
    2904      60.6983     102.5924
    2905      65.5859      90.7757
    2906      56.8282     102.5548
    2907      59.1644     105.9867
    2908      67.1996      95.8623
    2909      63.9355     104.6846
    2910      64.5207      94.4364
    2911      61.9740      93.8400
    2912      52.1411     115.8811
    2913      69.5754     100.7713
    2914      62.9865      91.8479
    2915      66.5188      91.6454
    2916      61.2187     104.7489
    2917      55.0762      92.3374
    2918      72.6891      87.3398
    2919      64.3019     101.2031
    2920      63.8759      87.9237
    2921      67.8459      92.8995
    2922      37.8634     109.1257
    2923      38.4333      93.8748
    2924      38.9634      79.3250
    2925      42.4969      87.3916
    2926      44.7299      82.6506
    2927      41.8978      83.4718
    2928      48.6232      74.8163
    2929      51.8364      78.3588
    2930      46.2590      84.1545
    2931      39.7641      79.3054
    2932      34.5466      82.4452
    2933      39.6745      76.6169
    2934      45.8939      79.4522
    2935      36.4650      76.7548
    2936      62.0183      63.2621
    2937      51.4403      55.2069
    2938      48.7824      64.9078
