#Frame             a1           a2
    3810      73.8600      42.2367
    3811      60.8607      64.4944
    3812      56.3780      64.6789
    3813      53.2353      70.8087
    3814      37.5623      95.2829
    3815      44.9552     111.4128
    3816      48.6505      89.7696
    3817      47.8489     100.6609
    3818      40.0824      86.0029
    3819      40.8894      88.8505
    3820      47.2480      96.7418
    3821      44.2881     105.7736
    3822      45.9689     105.5085
    3823      35.9677      88.5115
    3824      41.3478      93.7853
    3825      38.2374      85.6549
    3826      42.4381      75.1205
    3827      34.7976      75.7174
    3828      42.0793      66.9855
    3829      38.9866      65.8623
    3830      39.9690      81.7460
    3831      39.1028      80.8061
    3832      41.8700      76.0188
    3833      41.7192      86.6432
    3834      42.7066     106.1712
    3835      39.7525      88.0417
    3836      46.7092      93.7080
    3837      43.4350     101.6757
    3838      43.5308      95.5865
    3839      42.3197     108.0538
    3840      51.1217     102.5687
    3841      42.8496      98.0371
    3842      56.0973      59.5397
    3843      42.2131      87.4309
    3844      37.1958     106.9744
    3845      51.2729      93.1176
    3846      45.6667      94.8138
    3847      42.2474      93.8845
    3848      41.1425     110.3372
    3849      50.2994     118.1075
    3850      48.6558      95.2032
    3851      42.4993      77.0278
    3852      42.3107      89.5223
    3853      45.9125      74.8870
    3854      38.9636      89.3566
    3855      46.4412      60.0111
    3856      42.4507      87.2647
    3857      46.9374      80.9717
    3858      44.5672     104.9959
    3859      40.4240      95.1359
    3860      40.9129      90.3532
    3861      46.8793      78.3758
    3862      36.1702     100.7196
    3863      31.7608      99.7844
    3864      41.5488      97.5562
    3865      49.9074      96.8749
    3866      42.0938      88.5179
    3867      35.7139      92.8320
    3868      75.2770      76.1891
    3869      72.1204      79.2009
    3870      74.7650      67.4865
    3871      79.8409      93.7993
    3872      79.8541      74.5061
    3873      79.5727      76.2970
    3874      79.2965      62.6337
    3875      81.0866      68.0275
    3876      73.9553      61.2208
    3877      68.8518      59.5831
    3878      63.6886      52.1856
    3879      75.8588      53.3159
    3880      58.8334      42.0072
    3881      73.7810      53.1896
    3882      72.0125      46.4012
    3883      64.2848      58.6376
    3884      71.5307      58.4512
    3885      77.3109      43.5009
    3886      72.0725      66.0639
    3887      73.1321      52.3813
    3888      82.0180      60.2737
    3889      72.6728      86.5635
    3890      79.2351      79.7592
    3891      73.2606      75.2020
    3892      80.7102      62.5023
    3893      55.4850     110.1572
    3894      62.6636     103.7884
    3895      55.9705     110.4038
    3896      44.0671      78.9582
    3897      43.8978     109.0154
    3898      44.0079     104.7557
    3899      57.0153      61.4321
    3900      51.0143      51.1688
    3901      57.9474      52.0979
    3902      50.7098      54.0225
    3903      53.3109      58.5319
    3904      55.8354      51.6550
    3905      58.5755      45.1843
    3906      58.2515      55.5007
    3907      67.2470      58.4027
    3908      65.8890      46.6082
    3909      69.0689      48.5727
    3910      63.9277      54.5123
    3911      65.6795      33.7145
    3912      68.4941      37.8154
    3913      69.7295      52.0649
    3914      61.6714      37.1048
    3915      80.7844      48.5616
    3916      72.7863      61.6804
    3917      67.7234      40.4160
    3918      70.8466      58.9154
    3919      86.6617      50.6511
    3920      70.9105      47.7025
    3921      83.0026      59.7829
    3922      70.8057      52.4349
    3923      65.5766      41.2047
    3924      73.1718      39.2636
    3925      70.5543      48.5227
    3926      64.9255      27.2667
    3927      73.2223      63.3134
    3928      68.6310      45.3393
    3929      63.8980      46.3255
    3930      50.4224      57.0353
    3931      61.7052      56.4410
    3932      50.8752      49.4353
    3933      58.7867      41.7279
    3934      54.0757      54.2018
    3935      51.3288      54.3288
    3936      51.4270      54.1665
    3937      64.3752      54.1078
    3938      58.1404      60.0281
    3939      59.1882      55.8099
    3940      70.9686      50.0595
    3941      73.7448      46.5754
    3942      70.0207      42.7536
    3943      70.7335      53.3506
    3944      69.7130      52.2895
    3945      59.0448      56.6661
    3946      56.7398      55.0085
    3947      57.8011      54.9541
    3948      54.3214      53.5788
    3949      67.7405      43.0538
    3950      74.1206      44.4177
    3951      69.1239      51.6991
    3952      73.6004      50.7743
    3953      67.5618      48.8716
    3954      65.8456      48.8667
    3955      67.7637      49.7845
    3956      74.3432      66.5359
    3957      77.1849      69.6575
    3958      69.0802      88.4529
    3959      71.9190      67.6762
    3960      70.6752      78.1457
    3961      73.7037      51.7223
    3962      84.4502      66.1653
    3963      76.7868      75.0641
    3964      68.1448      80.8992
    3965      74.4410      74.4710
    3966      80.2607      63.3389
    3967      63.7464      62.5985
    3968      75.2753      57.4512
    3969      64.8064      54.8212
    3970      79.2235      65.6116
    3971      70.9279      65.1224
    3972      73.2558      67.8029
    3973      71.6937      88.4635
    3974      79.2155      75.4924
    3975      84.8849      69.1309
    3976      67.4921      69.4940
    3977      76.9448      75.3843
    3978      72.0091      79.4788
    3979      88.2722      70.9122
    3980      71.0154      73.4179
    3981      80.1500      62.1297
    3982      75.2705      82.1970
    3983      70.0324      88.1113
    3984      70.9699      72.1832
    3985      76.8084      87.3547
    3986      68.6436      79.7300
    3987      68.7810      66.4218
    3988      80.9018      76.8005
    3989      66.7520      79.3350
    3990      71.7626      82.0561
    3991      72.2402      69.5650
    3992      68.2026      98.1382
    3993      66.5217     103.2218
    3994      69.1280      71.9592
    3995      84.1326      60.9615
    3996      78.5632      72.1236
    3997      71.0692      74.6181
    3998      68.0236      63.1387
    3999      77.0711      65.1431
    4000      78.8997      73.3459
    4001      48.0768     115.2609
    4002      67.6879     103.3300
    4003      65.9459      87.6215
    4004      69.6138      81.4869
    4005      64.9895     103.6071
    4006      61.4612      98.6217
    4007      67.1565      82.4971
    4008      64.9974      92.3568
    4009      51.8957     103.1017
    4010      68.0360      88.8007
    4011      69.6113     103.1967
    4012      55.7661      99.9334
    4013      63.8484      92.6811
    4014      73.4568      82.0534
    4015      82.0730      58.6279
    4016      76.3295      84.1707
    4017      71.2489      77.1584
    4018      78.0666      55.2298
    4019      68.1683      62.2451
    4020      50.5746      62.4183
    4021      50.8971      53.2700
    4022      54.1365      67.6721
    4023      56.6123      59.8955
    4024      51.8107      65.4958
    4025      59.9971      59.8182
    4026      56.8247      54.5058
    4027      46.7734      61.9765
    4028      54.8624      62.6485
    4029      53.1567      50.6636
    4030      50.0414      60.4618
    4031      35.9085      86.7927
    4032      40.7811      98.8885
    4033      33.4038     110.8713
    4034      42.5791      81.2678
    4035      45.0575      93.7817
    4036      46.9797     105.8119
    4037      53.1257     100.2149
    4038      35.1264     103.5112
    4039      45.2352     101.8306
    4040      45.1064      97.3634
    4041      46.3293      81.7151
    4042      39.5340      84.8938
    4043      57.3154      56.2360
    4044      60.4542      41.4437
    4045      48.0214      63.2460
    4046      61.7049      47.9234
    4047      59.8786      57.7063
    4048      49.2484      48.8869
    4049      62.4736      53.2070
    4050      74.2395      69.6165
    4051      62.4068      40.5270
    4052      66.5929      62.9891
    4053      67.2939      84.2351
    4054      81.5197      69.9704
    4055      64.2018      60.4564
    4056      76.8616      44.6544
    4057      66.3608      51.8913
    4058      76.3653      45.3817
    4059      63.4201      37.8920
    4060      64.9077      43.5232
    4061      71.1080      63.8495
    4062      65.4974      99.4781
    4063      64.7381      92.0305
    4064      74.9872      90.3580
    4065      51.1290     102.8484
    4066      54.6727     105.3604
    4067      51.3497     103.1354
    4068      69.8406      85.6761
    4069      70.5156      94.3988
    4070      74.9502      77.4383
    4071      77.0331      71.4713
    4072      68.3124      50.7542
    4073      65.3916      41.6542
    4074      53.7314      48.4099
    4075      54.5703      52.8029
    4076      67.9207      35.3640
    4077      75.4110      43.2199
    4078      69.0980      57.7859
    4079      69.2023      50.4755
    4080      59.7564      58.8909
    4081      64.5133      64.1275
    4082      44.4284      71.7280
    4083      46.7197      84.1962
    4084      53.2320      86.5748
    4085      45.3115      61.8378
    4086      48.3206      76.3591
    4087      58.7287      60.7381
    4088      48.4567      84.3111
    4089      36.8780      90.6546
    4090      40.5738      74.6745
    4091      38.0242      76.5757
    4092      38.2705      90.0992
    4093      43.3187      74.6573
    4094      46.0085      53.8825
    4095      59.2885      67.6301
    4096      56.1390      54.6601
    4097      56.0013      54.2611
    4098      61.1311      64.2582
    4099      55.9773      56.3553
    4100      58.0286      54.7178
    4101      57.3760      55.7013
    4102      60.8928      50.2149
    4103      58.6598      49.5579
    4104      53.5483      61.1205
    4105      57.8940      49.4234
    4106      68.0378      49.3117
    4107      76.9502      68.3021
    4108      74.8045      48.7526
    4109      72.5812      52.2038
    4110      83.1000      53.4358
    4111      66.0057      49.3533
    4112      75.8314      50.8078
    4113      70.6891      46.8949
    4114      73.9237      56.0302
    4115      73.3960      48.9114
    4116      65.2852      44.2365
    4117      73.2424      69.5406
    4118      55.5607     105.2756
    4119      51.9471      99.7503
    4120      46.0919     103.1307
    4121      38.4496      83.8868
    4122      41.0744      91.3047
    4123      45.8044      91.2126
    4124      37.0276     118.8877
    4125      64.0586     100.4525
    4126      45.1677      83.4144
    4127      34.4658      92.7244
    4128      48.0787      62.8749
    4129      42.8693     100.2917
    4130      39.4679     100.3674
    4131      47.3448      77.8489
    4132      34.2365      87.5116
    4133      37.7851      97.5122
    4134      39.8831      80.3097
    4135      40.2987      93.7418
    4136      40.3970      90.3266
    4137      37.3325      68.7183
    4138      37.7562      63.8103
    4139      36.2480      70.2998
    4140      37.9310      80.8099
    4141      35.6653      80.3686
    4142      42.0929      74.2227
    4143      36.8645      70.4377
    4144      58.8469      54.3758
    4145      54.1731      55.2810
    4146      51.6524      60.4623
    4147      55.3932      53.9425
    4148      50.7651      59.7663
    4149      50.0306      60.1096
    4150      53.7671      48.9137
    4151      48.9236      65.2400
    4152      63.6114      63.0323
    4153      33.9942      85.9744
    4154      39.6616      67.1597
    4155      37.5794      68.2771
    4156      40.9339      71.7387
    4157      47.3014     102.1619
    4158      39.1208      91.1003
    4159      58.4256     102.4872
    4160      40.0121      87.3110
    4161      41.8576     106.4163
    4162      48.3087      97.6115
    4163      30.3916     105.5200
    4164      43.8529      98.8360
    4165      47.7913     103.0698
    4166      43.3241     100.2115
    4167      41.0527      99.4673
    4168      37.5984     114.2994
    4169      50.0410      95.4458
    4170      48.8278     107.5354
    4171      45.4732      92.9728
    4172      61.1772     103.4538
    4173      35.8402      89.7012
    4174      44.3956     100.9957
    4175      41.5146     109.3952
    4176      38.6004      99.6878
    4177      46.1050     105.7195
    4178      35.2543     101.0788
    4179      42.5204      87.7774
    4180      40.4361      92.5844
    4181      51.4083      47.9975
    4182      53.7658      60.2076
    4183      60.8282      57.8348
    4184      50.6782      48.3278
    4185      53.5467      58.7412
    4186      51.3243      52.4516
    4187      51.2523      58.9829
    4188      63.3933      54.8248
    4189      59.9306      60.5131
    4190      55.7706      60.8607
    4191      60.0013      50.0890
    4192      36.4459      99.5986
    4193      79.0245      58.6422
    4194      80.8772      72.1631
    4195      79.2991      65.3449
    4196      77.2861      68.4302
    4197      84.3787      59.3787
    4198      73.7591      72.6535
    4199      71.6452      66.3118
    4200      72.3785      68.4462
    4201      79.8591      68.4859
    4202      68.4375      79.7584
    4203      65.0525      65.1261
    4204      72.4573      74.4936
    4205      78.6048      67.9638
    4206      68.1405      95.1274
    4207      85.8816      50.7716
    4208      77.4936      73.1879
    4209      77.6602      76.8755
    4210      79.8819      73.6813
    4211      81.3812      74.2156
    4212      81.0010      70.6954
    4213      76.1502      64.8475
    4214      78.0884      73.3633
    4215      79.3533      63.7311
    4216      76.2754      65.5009
    4217      86.6053      67.5141
    4218      72.5482      77.8623
    4219      73.3819      73.1618
    4220      52.9758      99.6979
    4221      42.0802      82.4193
    4222      52.6295      94.1067
    4223      48.5427      96.2000
    4224      41.2851      86.1314
    4225      41.1274      93.9941
    4226      46.8101      89.9994
    4227      48.4934      82.5874
    4228      48.6214      89.8678
    4229      44.6129      95.5053
    4230      49.4714      89.8087
    4231      52.8094     100.1265
    4232      44.4789      94.6340
    4233      35.6549      89.4367
    4234      38.1150     100.1118
    4235      44.9557      97.4812
    4236      51.6550      87.9042
    4237      52.7140      91.0515
    4238      41.6271     106.2968
    4239      53.3778      81.1085
    4240      53.0390      90.8769
    4241      42.3821      93.5248
    4242      49.7460     101.7577
    4243      48.3168     102.6636
    4244      46.9463     113.4097
    4245      50.1363      86.3450
    4246      50.0217      63.6661
    4247      54.5753      52.8889
    4248      53.2983      58.6752
    4249      52.4433      49.6760
    4250      59.0110      55.3844
    4251      53.8862      52.3992
    4252      59.5260      71.8791
    4253      59.0207      64.6435
    4254      53.6531      69.7554
    4255      56.5993      60.8939
    4256      72.9349      43.0405
    4257      73.9492      43.8354
    4258      72.2067      49.8078
    4259      74.0936      48.5977
    4260      68.9403      53.0081
    4261      64.6204      42.3658
    4262      71.5787      51.9452
    4263      67.9553      52.7500
    4264      73.7200      39.4028
    4265      76.9649      50.0660
    4266      75.5247      54.1952
    4267      71.4654      41.8293
    4268      63.2247      36.1208
    4269      73.4671      59.5753
    4270      74.0187      46.6089
    4271      72.4307      42.8842
    4272      73.2606      46.7925
    4273      77.1367      44.6971
    4274      70.4231      51.4755
    4275      76.0231      49.7610
    4276      72.4025      53.8383
    4277      78.6156      52.1045
    4278      71.1295      57.7298
    4279      70.7324      45.4810
    4280      75.4481      55.5926
    4281      72.0455      48.8055
    4282      70.7460      61.2196
    4283      73.6526      49.0593
    4284      63.4183      47.0572
    4285      68.9108      55.6004
    4286      73.1103      52.5462
    4287      75.9777      48.5541
    4288      58.4946      63.5173
    4289      65.1435      61.6797
    4290      51.6174      54.9535
    4291      53.8196      66.6431
    4292      63.4095      56.5299
    4293      59.8060      60.6966
    4294      56.5439      48.4731
    4295      41.3250      66.6124
    4296      36.0897      91.3733
    4297      40.8492      79.5229
    4298      43.7157      83.6842
    4299      41.4687      77.6508
    4300      43.3204      66.6780
    4301      39.4362      78.3768
    4302      58.9959      53.9062
    4303      48.3065      58.3172
    4304      43.5933      61.4890
    4305      40.1301      72.4781
    4306      37.2893      77.2176
    4307      45.6503      66.5005
    4308      46.3716      72.5570
    4309      38.4589      61.1409
    4310      41.5784      66.3195
    4311      34.1806      78.8055
    4312      70.6588      59.7450
    4313      69.5643      47.8949
    4314      72.9901      75.4422
    4315      75.9515      71.7675
    4316      72.4017      72.6985
    4317      52.4388      60.0146
    4318      55.9806      61.0200
    4319      52.3751      52.9777
    4320      57.0397      44.7865
    4321      81.1966      60.9508
    4322      76.6675      59.1295
    4323      63.7044      36.9288
    4324      76.2316      48.6584
    4325      74.5467      61.2869
    4326      84.1022      66.6015
    4327      84.4086      70.9469
    4328      73.0442      79.3942
    4329      76.2315      42.1295
    4330      77.6070      57.0219
    4331      70.5198      59.9027
    4332      79.1845      56.8044
    4333      80.6572      64.8671
    4334      76.4412      51.7859
    4335      72.5515      54.4211
    4336      57.2628      54.9610
    4337      55.3760      60.0914
    4338      42.2319      68.5003
    4339      45.2525      75.6969
    4340      47.8312      81.2569
    4341      41.7318      87.1377
    4342      42.3596      70.5619
    4343      49.6525      65.1929
    4344      36.4173      71.5233
    4345      38.6978      99.6479
    4346      32.5583      79.0176
    4347      37.4733      71.8672
    4348      44.7650      77.8716
    4349      42.3953      73.2196
    4350      56.6762      57.4465
    4351      58.4015      63.7047
    4352      53.0657      54.4979
    4353      48.2542      58.7817
    4354      66.4606      54.8245
    4355      54.5540      55.5363
    4356      55.4581      71.8748
    4357      72.2886      42.8228
    4358      76.0517      38.5844
    4359      60.3148      59.8320
    4360      56.1910      53.2816
    4361      53.5752      52.4302
    4362      68.7765      61.0010
    4363      62.9355      70.2030
    4364      54.1596      49.7030
    4365      64.1688      66.6166
    4366      39.1613      80.2402
    4367      80.5362      59.2391
    4368      77.8677      85.7132
    4369      68.4618      93.6828
    4370      49.5794      97.4063
    4371      69.2226      85.7770
    4372      72.8410      71.8219
    4373      81.3353      62.7609
    4374      80.3536      75.3363
    4375      71.7434      78.5645
    4376      74.2587      46.3325
    4377      71.8288      62.1798
    4378      71.3465      54.4061
    4379      68.7567      53.8847
    4380      79.2317      56.5993
    4381      78.1763      50.8633
    4382      39.0801      72.2754
    4383      44.2126     120.4290
    4384      38.8349      98.7881
    4385      57.0775     108.5469
    4386      50.4649     107.8184
    4387      40.7170      88.4600
    4388      49.2174      99.1835
    4389      46.4981      80.0044
    4390      45.0288      79.0482
    4391      42.5064      75.6788
    4392      35.3685      78.1573
    4393      42.8871      82.1975
    4394      38.9435      67.2523
    4395      41.4337      65.5716
    4396      59.0842      57.6715
    4397      58.3559      57.6933
    4398      59.8927      58.5036
    4399      46.8030      71.1860
    4400      51.9339      84.0385
    4401      42.9854      80.8681
    4402      35.2972      84.4972
    4403      46.1818     101.6267
    4404      35.9999      92.1780
    4405      41.0703      94.1261
    4406      40.2666      80.9411
    4407      63.8383      95.7537
    4408      71.1706      91.3036
    4409      49.5185     107.9100
    4410      54.2781     108.2206
    4411      60.0990      95.5783
    4412      40.5675      81.5862
    4413      50.0983      84.4620
    4414      46.2593      70.9200
    4415      49.0594      73.1950
    4416      52.4493      57.2956
    4417      45.1757      54.1726
    4418      56.9674      48.8598
    4419      56.7655      51.2901
    4420      52.9113      57.4377
    4421      59.4155      56.3331
    4422      56.3691      48.3450
    4423      64.3285      52.3252
    4424      69.9734      65.9702
    4425      73.4563      58.7181
    4426      73.9891      59.1100
    4427      70.6807      61.0023
    4428      77.7397      68.2530
    4429      73.9391      81.0892
    4430      72.2040      76.9365
    4431      81.0383      63.8661
    4432      66.4231      55.0825
    4433      70.4619      53.6977
    4434      68.5886      55.4226
    4435      70.1996      50.7700
    4436      73.2654      48.5396
    4437      67.9631      46.6971
    4438      80.0437      57.4503
    4439      72.3735      48.2399
    4440      78.3713      53.7895
    4441      71.4822      46.4729
    4442      68.8167      50.4162
    4443      67.4235      52.7483
    4444      80.4364      55.7707
    4445      75.7780      51.2217
    4446      66.7319      51.3315
    4447      74.9158      68.7030
    4448      68.3528      55.6767
    4449      66.9044      53.6869
    4450      55.9281      45.3824
    4451      79.6588      64.0447
    4452      69.8196      47.8672
    4453      79.4838      56.5542
    4454      78.4667      55.7171
    4455      75.2701      55.0033
    4456      73.7034      53.5641
    4457      69.2866      55.4119
    4458      70.9446      87.2016
    4459      79.2815      85.3793
    4460      73.2507      75.1186
    4461      82.9200      72.5286
    4462      72.3781      90.3797
    4463      76.1628      68.9421
    4464      70.3779      86.6034
    4465      67.7871      78.9149
    4466      76.6878      64.5182
    4467      76.0729      66.9997
    4468      80.4580      73.3133
    4469      73.4730      91.4445
    4470      86.4497      90.1705
    4471      76.2193      79.6772
    4472      79.2190      63.6242
    4473      79.2772      63.5642
    4474      70.4100      65.9277
    4475      86.2753      64.6439
    4476      70.9456      91.2664
    4477      78.2457      68.3487
    4478      79.7545      56.6950
    4479      69.4313      75.6765
    4480      81.4095      83.7268
    4481      63.4405      54.3755
    4482      67.2809      68.0523
    4483      80.4121      68.8867
    4484      75.6874      76.5812
    4485      70.8550      62.8842
    4486      73.1228      70.8701
    4487      82.3087      63.6714
    4488      77.5744      71.0885
    4489      79.0074      82.4213
    4490      70.6772      89.4957
    4491      75.6851      63.8103
    4492      63.1452      95.3650
    4493      71.5131      95.3190
    4494      62.5782      95.9852
    4495      70.1428      95.5995
    4496      69.4557      97.1076
    4497      62.6147      94.9791
    4498      58.8069     100.5275
    4499      62.3097      91.0686
    4500      68.5852      85.5017
    4501      73.0295      79.6191
    4502      76.8341      80.4337
    4503      77.0159      66.5913
    4504      76.3309      78.1646
    4505      67.8771      84.7000
    4506      72.7663      82.9348
    4507      73.8785      70.8112
    4508      83.5722      56.8996
    4509      78.1930      81.8802
    4510      91.8992      74.1387
    4511      77.4169      68.5387
    4512      76.2138      74.1490
    4513      74.5563      78.6774
    4514      74.3208      80.2980
    4515      72.9165      74.7969
    4516      50.9208      98.2199
    4517      59.7113      96.4390
    4518      63.6715      95.1039
    4519      57.2918     108.3830
    4520      69.1572      80.4635
    4521      73.6425      90.0171
    4522      69.3777      91.3359
    4523      36.7157      88.6555
    4524      51.2500     105.2374
    4525      59.2594     105.6117
    4526      41.6994      92.2066
    4527      65.8684      96.5028
    4528      64.2521      98.3485
    4529      57.5021     107.1796
    4530      59.9856      96.7326
    4531      58.0514      96.3197
    4532      67.9608      84.2108
    4533      48.2168      94.2552
    4534      44.3606      86.8794
    4535      47.3550      88.1778
    4536      35.0831     106.5665
    4537      48.1691      93.1615
    4538      45.2446      86.8044
    4539      72.1651      88.3288
    4540      59.3231      92.4380
    4541      49.4168      96.0272
    4542      48.1355     122.1754
    4543      40.0189      84.0999
    4544      40.0716      80.0319
    4545      42.4644      67.4158
    4546      42.5732      71.6283
    4547      42.7872      71.8130
    4548      39.0398      69.9079
    4549      46.2493      68.5714
    4550      42.4529      80.5354
    4551      36.5543      78.9982
    4552      38.8192      71.2378
    4553      46.4459      70.1969
    4554      47.3094      71.8100
    4555      44.2074      89.2818
    4556      42.7477      72.6742
    4557      45.3924      64.6996
    4558      34.0155      69.1778
    4559      48.8824      81.6928
    4560      40.0583      71.2429
    4561      39.0185      72.2181
    4562      39.7613      79.1855
    4563      40.6350      65.5683
    4564      51.2098      59.3180
    4565      60.8005      55.1234
    4566      60.3213      65.0285
    4567      60.6435      43.8519
    4568      68.7934      60.9655
    4569      65.6963      51.6263
    4570      68.8665      68.5583
    4571      74.7133      52.5019
    4572      70.8937      54.7959
    4573      72.3395      51.3395
    4574      66.8508      56.8572
    4575      64.2146      50.4697
    4576      74.5735      66.3674
    4577      59.6260      51.8402
    4578      60.7681      52.6406
    4579      52.8805      59.7918
    4580      50.3017      60.5796
    4581      63.1874      50.6870
    4582      53.0757      52.6981
    4583      50.7838      46.5444
    4584      52.5563      51.3380
    4585      71.5742      53.2797
    4586      80.0978      55.9588
    4587      76.6804      66.2174
    4588      68.4466      73.7153
    4589      69.8275      73.7191
    4590      73.6814      82.2212
    4591      65.6961      69.8895
    4592      69.4306      81.9180
    4593      75.8429      63.8903
    4594      71.6645      48.8719
    4595      72.2673      54.4909
    4596      52.7004      54.6328
    4597      58.5286      54.0584
    4598      56.3691      74.2624
    4599      57.7489      52.4011
    4600      51.5904      56.5715
    4601      53.7010      48.7656
    4602      45.7947      54.6965
    4603      51.4173      62.8979
    4604      57.8563      52.0470
    4605      63.7725      42.7808
    4606      66.8950      51.4724
    4607      78.3086      54.4192
    4608      73.5690      53.8191
    4609      66.5963      49.3820
    4610      59.6007      51.3107
    4611      71.2710      46.9989
    4612      66.1702      60.5333
    4613      57.8910      43.5986
    4614      67.4369      57.1202
    4615      62.0945      55.1613
    4616      61.0578      42.3276
    4617      62.1763      44.7355
    4618      68.9852      73.1170
    4619      82.6661      75.5505
    4620      77.5539      74.3512
    4621      69.3160      67.1121
    4622      81.8139      78.3965
    4623      69.7408      80.1598
    4624      69.2770      73.9328
    4625      63.3643      89.1773
    4626      68.9205      84.4043
    4627      79.0213      83.0127
    4628      69.3534      73.2261
    4629      66.1236      68.2657
    4630      77.3379      65.4709
    4631      68.0360      71.5479
    4632      70.9426      89.0148
    4633      72.0805      67.1768
    4634      72.7637      91.2547
    4635      71.4775      67.3479
    4636      84.8027      57.7686
    4637      76.9240      86.2865
    4638      76.2937      58.4721
    4639      73.8057      55.3629
    4640      69.6331      47.4247
    4641      72.7363      62.7836
    4642      64.4087      41.7925
    4643      70.2583      57.5340
    4644      75.1711      49.6591
    4645      52.3729      56.7245
    4646      58.7904      59.7612
    4647      57.5099      46.4369
    4648      49.9018      48.3989
    4649      44.1825      50.1896
    4650      60.2470      57.2132
    4651      50.1708      45.8373
    4652      58.2692      56.3870
    4653      44.8109      84.5665
    4654      36.8934      87.9324
    4655      42.4425      84.5477
    4656      43.6679      81.3901
    4657      34.9592      84.4112
    4658      38.7611      77.0423
    4659      42.5179      77.2861
    4660      42.1553      86.4474
    4661      33.6670      72.7289
    4662      44.2423      86.5884
    4663      40.0821      69.2640
    4664      45.8795      70.0742
    4665      41.8279      69.2220
    4666      41.1785      68.4947
    4667      39.5690      71.5762
    4668      37.8665      82.7006
    4669      44.5435      80.2929
    4670      44.4641      74.6855
    4671      41.4254      73.7502
    4672      43.1680      78.3254
    4673      41.5146      76.6167
    4674      30.1671      79.0348
    4675      45.6535      68.8686
    4676      39.5801      79.9413
    4677      36.6065      81.8946
    4678      42.7594      70.5378
    4679      38.4618      75.2572
    4680      37.8669      66.3422
    4681      43.1604      52.6981
    4682      40.7626      66.2896
    4683      40.4082      80.1640
    4684      41.5584      98.2554
    4685      32.0539     100.2111
    4686      35.2740      86.4523
    4687      44.2230      96.4179
    4688      43.4521      97.0774
    4689      37.8578     117.1777
    4690      37.1332      81.0037
    4691      35.6449      95.1311
    4692      42.3007      88.0038
    4693      41.1319      86.1214
    4694      53.5923     104.1095
    4695      47.4068      86.7419
    4696      47.0073     104.5728
    4697      42.1664      95.8591
    4698      38.5518      84.7459
    4699      33.9931      95.0333
    4700      45.2204      96.4472
    4701      48.5972     106.6825
    4702      76.8312      89.0541
    4703      59.7985      91.3886
    4704      62.7981      95.1351
    4705      54.3638      98.8892
    4706      65.8250      92.1578
    4707      52.0276      98.0784
    4708      64.1634     105.3946
    4709      64.5550      99.2835
    4710      49.1174     107.6394
    4711      65.0313      92.0830
    4712      55.2286     105.4691
    4713      55.8132      97.0623
    4714      67.8666      93.2857
    4715      79.6534      76.5651
    4716      74.7304      57.2336
    4717      66.3045      67.2357
    4718      61.7913      52.4101
    4719      66.9546      51.9307
    4720      70.3972      47.9357
    4721      63.3921      56.0153
    4722      68.6824      59.0320
    4723      74.6748      45.4354
    4724      72.2773      51.7606
    4725      72.1175      51.6810
    4726      69.2235      56.4320
    4727      70.2017      57.3031
    4728      65.2800      47.5099
    4729      65.6257      50.3837
    4730      67.8957      57.1524
    4731      75.0221      46.7959
    4732      72.3737      47.9499
    4733      73.6377      46.1582
    4734      69.5603      96.8605
    4735      75.3303      63.7825
    4736      76.0651      67.4094
    4737      83.3053      60.7460
    4738      71.6953      63.2416
    4739      64.6415      53.2302
    4740      68.4017      52.1577
    4741      69.5279      56.5294
    4742      72.1189      69.0204
    4743      71.3761      60.2712
    4744      70.1802      52.5634
    4745      67.8955      66.3384
    4746      66.6110      47.3509
    4747      66.0354      63.1820
    4748      65.5509      47.3330
    4749      71.8300      79.0520
    4750      67.7688      77.1989
    4751      67.9393      78.3298
    4752      78.0255      81.9185
    4753      72.0985      84.0009
    4754      60.8760      78.1928
    4755      73.5764      78.4931
    4756      70.8211      79.4961
    4757      71.1806      58.8592
    4758      68.9303      66.2997
    4759      67.1045      67.9449
    4760      78.7649      73.3862
    4761      66.5724      81.2156
    4762      64.9962      93.7936
    4763      73.6958      82.4103
    4764      73.0475      69.8206
    4765      66.7360      68.1617
    4766      66.9495      69.0744
    4767      69.9337      79.2125
    4768      73.2444      70.6738
    4769      66.4662      75.2612
    4770      66.0149      79.3033
    4771      72.3215      70.7244
    4772      71.5606      69.7372
    4773      76.4541      73.8243
    4774      74.9472      70.3394
    4775      64.5564      79.5628
    4776      72.8614      74.1891
    4777      65.2968      79.8055
    4778      81.4204      66.8189
    4779      80.6421      71.5714
    4780      70.0903      72.1485
    4781      72.9463      60.5798
    4782      76.5900      71.7665
    4783      59.7944      64.5488
    4784      69.3513      67.4208
    4785      81.1597      77.6069
    4786      79.1259      66.4672
    4787      69.6771      64.1945
    4788      80.7308      68.4943
    4789      66.8494      73.9535
    4790      75.4258      82.9147
    4791      78.5785      64.8137
    4792      78.5143      63.5439
    4793      80.6476      68.2547
    4794      72.0163      71.4745
    4795      78.1779      57.3448
    4796      81.1211      71.5975
    4797      89.6699      73.0057
    4798      81.6548      75.0239
    4799      80.6242      67.9477
    4800      80.5250      65.2508
    4801      78.0773      79.3158
    4802      62.6020      53.1283
    4803      81.3280      67.0250
    4804      77.7311      72.1923
    4805      74.8393      86.7385
    4806      80.8036      71.2155
    4807      78.1348      74.8314
    4808      79.0425      73.4408
